MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD000376,DP00278,BRV001_R015,2024-01-06,2024-01-07,1800000
PDD000377,DP00278,LCI002_R003,2024-01-06,2024-01-08,2400000
PDD000378,DP00279,HNO005_R002,2024-01-06,2024-01-07,1200000
PDD000379,DP00280,BLU001_R003,2024-01-06,2024-01-07,1200000
PDD000380,DP00281,BDH002_R010,2024-01-06,2024-01-10,7200000
PDD000381,DP00281,CTO001_R013,2024-01-06,2024-01-11,9000000
PDD000382,DP00282,BDH001_R009,2024-01-06,2024-01-08,3600000
PDD000383,DP00282,QBI001_R036,2024-01-06,2024-01-10,6800000
PDD000384,DP00283,HNO003_R023,2024-01-06,2024-01-09,7200000
PDD000385,DP00283,QTR002_R026,2024-01-06,2024-01-10,9600000
PDD000386,DP00284,HGG002_R002,2024-01-06,2024-01-09,3600000
PDD000387,DP00285,CBG002_R020,2024-01-06,2024-01-11,11000000
PDD000388,DP00286,TBG001_R024,2024-01-06,2024-01-11,8500000
PDD000389,DP00287,PTU002_R020,2024-01-06,2024-01-08,3000000
PDD000390,DP00288,BRV004_R021,2024-01-06,2024-01-09,4500000
PDD000391,DP00289,NBH001_R018,2024-01-06,2024-01-10,11200000
PDD000392,DP00290,TBG001_R014,2024-01-06,2024-01-08,3000000
PDD000393,DP00290,BDH001_R012,2024-01-06,2024-01-08,3000000
PDD000394,DP00291,BTE001_R030,2024-01-06,2024-01-08,3400000
PDD000395,DP00292,KGI002_R032,2024-01-06,2024-01-07,1700000
PDD000396,DP00292,QBI002_R001,2024-01-06,2024-01-09,3600000
PDD000397,DP00293,NDH001_R014,2024-01-06,2024-01-09,4500000
PDD000398,DP00293,BGG002_R035,2024-01-06,2024-01-11,5000000
PDD000399,DP00294,DNO001_R002,2024-01-06,2024-01-11,6000000
PDD000400,DP00294,HPG002_R018,2024-01-06,2024-01-08,3600000
PDD000401,DP00295,SLA001_R015,2024-01-06,2024-01-09,5400000
PDD000402,DP00295,VPC002_R016,2024-01-06,2024-01-10,6800000
PDD000403,DP00296,CMU001_R013,2024-01-06,2024-01-11,9000000
PDD000404,DP00296,HPG001_R008,2024-01-06,2024-01-09,3600000
PDD000405,DP00297,DBI001_R020,2024-01-06,2024-01-07,2200000
PDD000406,DP00298,QBI001_R030,2024-01-06,2024-01-08,7000000
PDD000407,DP00299,GLI001_R017,2024-01-06,2024-01-08,3600000
PDD000408,DP00300,HNO002_R008,2024-01-06,2024-01-10,7200000
PDD000409,DP00301,NTN002_R022,2024-01-06,2024-01-09,7200000
PDD000410,DP00302,BTE002_R003,2024-01-06,2024-01-10,4800000
PDD000411,DP00302,HTH001_R004,2024-01-06,2024-01-11,6000000
PDD000412,DP00302,KHA002_R003,2024-01-06,2024-01-08,2400000
PDD000413,DP00303,DLK002_R004,2024-01-06,2024-01-09,3600000
PDD000414,DP00304,DNA002_R022,2024-01-06,2024-01-10,9600000
PDD000415,DP00305,CMU002_R025,2024-01-06,2024-01-07,3500000
PDD000416,DP00306,TTH002_R011,2024-01-06,2024-01-07,2200000
PDD000417,DP00307,HYN001_R011,2024-01-06,2024-01-09,5400000
PDD000418,DP00308,QBI001_R019,2024-01-06,2024-01-08,3600000
PDD000419,DP00309,GLI002_R015,2024-01-06,2024-01-11,7500000
PDD000420,DP00310,BTE002_R007,2024-01-06,2024-01-11,9000000
PDD000421,DP00311,CMU001_R006,2024-01-06,2024-01-07,1200000
PDD000422,DP00312,TTH001_R004,2024-01-06,2024-01-08,2400000
PDD000423,DP00313,DNG001_R014,2024-01-06,2024-01-11,10000000
PDD000424,DP00314,HPG002_R002,2024-01-06,2024-01-11,6000000
PDD000425,DP00315,TBG001_R025,2024-01-06,2024-01-09,3000000
PDD000426,DP00316,LCH002_R021,2024-01-06,2024-01-07,2000000
PDD000427,DP00317,KHA001_R029,2024-01-06,2024-01-11,6500000
PDD000428,DP00317,VPC002_R010,2024-01-06,2024-01-07,1500000
PDD000429,DP00318,HGG001_R035,2024-01-06,2024-01-08,2000000
PDD000430,DP00319,HNO002_R013,2024-01-06,2024-01-11,12000000
PDD000431,DP00320,BNH002_R001,2024-01-06,2024-01-11,6000000
PDD000432,DP00321,VPC002_R013,2024-01-06,2024-01-07,3500000
PDD000433,DP00322,TBG001_R020,2024-01-06,2024-01-11,11000000
PDD000434,DP00323,PYN002_R015,2024-01-06,2024-01-07,1800000
PDD000435,DP00324,BDG001_R033,2024-01-06,2024-01-11,11000000
PDD000436,DP00325,BDG002_R006,2024-01-06,2024-01-10,6000000
PDD000437,DP00325,TBI002_R019,2024-01-06,2024-01-11,8500000
PDD000438,DP00326,QNA002_R007,2024-01-07,2024-01-12,11000000
PDD000439,DP00327,LAG002_R011,2024-01-07,2024-01-09,3600000
PDD000440,DP00328,HUG001_R024,2024-01-07,2024-01-12,8500000
PDD000441,DP00329,YBI002_R022,2024-01-07,2024-01-12,12000000
PDD000442,DP00329,LCI001_R034,2024-01-07,2024-01-09,4000000
PDD000443,DP00330,YBI002_R021,2024-01-07,2024-01-08,1500000
PDD000444,DP00331,QNG001_R036,2024-01-07,2024-01-10,3900000
PDD000445,DP00332,BKN001_R017,2024-01-07,2024-01-12,14000000
PDD000446,DP00333,DTP001_R031,2024-01-07,2024-01-09,3400000
PDD000447,DP00333,TVH002_R003,2024-01-07,2024-01-09,2400000
PDD000448,DP00333,BRV002_R014,2024-01-07,2024-01-10,8400000
PDD000449,DP00334,NTN001_R012,2024-01-07,2024-01-08,1800000
PDD000450,DP00334,HPG002_R023,2024-01-07,2024-01-12,7500000
PDD000451,DP00334,QTR001_R034,2024-01-07,2024-01-08,2000000
PDD000452,DP00335,QNG001_R010,2024-01-07,2024-01-08,1200000
PDD000453,DP00336,GLI001_R005,2024-01-07,2024-01-12,6000000
PDD000454,DP00336,TNI002_R003,2024-01-07,2024-01-10,3600000
PDD000455,DP00337,HNO003_R001,2024-01-07,2024-01-10,3600000
PDD000456,DP00337,TBI001_R014,2024-01-07,2024-01-09,7000000
PDD000457,DP00338,QTR001_R009,2024-01-07,2024-01-12,6000000
PDD000458,DP00338,KGI001_R014,2024-01-07,2024-01-10,4500000
PDD000459,DP00339,DTP001_R020,2024-01-07,2024-01-11,9600000
PDD000460,DP00340,HPG002_R010,2024-01-07,2024-01-11,4800000
PDD000461,DP00340,NDH001_R007,2024-01-07,2024-01-09,2400000
PDD000462,DP00341,CMU001_R019,2024-01-07,2024-01-11,6000000
PDD000463,DP00342,LAG002_R009,2024-01-07,2024-01-12,9000000
PDD000464,DP00343,YBI002_R007,2024-01-07,2024-01-12,6000000
PDD000465,DP00343,HYN001_R014,2024-01-07,2024-01-08,1500000
PDD000466,DP00344,QNA002_R001,2024-01-07,2024-01-08,1200000
PDD000467,DP00345,THA001_R014,2024-01-07,2024-01-10,8400000
PDD000468,DP00346,NTN002_R023,2024-01-07,2024-01-10,7200000
PDD000469,DP00347,DNG002_R015,2024-01-07,2024-01-10,4500000
PDD000470,DP00348,LDO001_R001,2024-01-07,2024-01-09,2400000
PDD000471,DP00349,AGG004_R012,2024-01-07,2024-01-11,7200000
PDD000472,DP00349,TNH001_R014,2024-01-07,2024-01-10,5400000
PDD000473,DP00350,YBI002_R026,2024-01-07,2024-01-12,17500000
PDD000474,DP00350,DNO001_R024,2024-01-07,2024-01-10,5100000
PDD000475,DP00351,SLA001_R016,2024-01-07,2024-01-12,7500000
PDD000476,DP00352,NTN001_R009,2024-01-07,2024-01-11,7200000
PDD000477,DP00353,DLK002_R033,2024-01-07,2024-01-11,6800000
PDD000478,DP00353,DNA001_R005,2024-01-07,2024-01-10,5400000
PDD000479,DP00354,KHA002_R010,2024-01-07,2024-01-12,9000000
PDD000480,DP00355,TTH001_R014,2024-01-07,2024-01-08,1500000
PDD000481,DP00355,VPC002_R006,2024-01-07,2024-01-11,7200000
PDD000482,DP00356,BDH001_R008,2024-01-07,2024-01-11,7200000
PDD000483,DP00357,PTU002_R032,2024-01-07,2024-01-08,2000000
PDD000484,DP00357,LCI002_R002,2024-01-07,2024-01-09,2400000
PDD000485,DP00358,DLK001_R001,2024-01-07,2024-01-10,3600000
PDD000486,DP00359,HPG002_R040,2024-01-07,2024-01-11,4000000
PDD000487,DP00360,DNG002_R008,2024-01-07,2024-01-10,5400000
PDD000488,DP00360,LCA001_R004,2024-01-07,2024-01-08,1200000
PDD000489,DP00361,DNA001_R003,2024-01-07,2024-01-09,2400000
PDD000490,DP00362,SLA001_R033,2024-01-07,2024-01-08,1000000
PDD000491,DP00362,BDH001_R018,2024-01-07,2024-01-09,4400000
PDD000492,DP00363,LCA002_R009,2024-01-07,2024-01-12,17500000
PDD000493,DP00363,VLO002_R033,2024-01-07,2024-01-11,6800000
PDD000494,DP00364,LCI001_R003,2024-01-07,2024-01-11,4800000
PDD000495,DP00365,HTH001_R025,2024-01-07,2024-01-09,7000000
PDD000496,DP00366,KGI002_R022,2024-01-07,2024-01-12,12000000
PDD000497,DP00367,BGG002_R033,2024-01-07,2024-01-10,5100000
PDD000498,DP00368,QTR002_R020,2024-01-07,2024-01-08,1500000
PDD000499,DP00369,VPC002_R001,2024-01-07,2024-01-12,6000000
PDD000500,DP00369,TVH002_R020,2024-01-07,2024-01-10,6000000
PDD000501,DP00369,NDH001_R011,2024-01-07,2024-01-10,5400000
PDD000502,DP00370,BGG003_R024,2024-01-07,2024-01-11,11200000
PDD000503,DP00371,CTO001_R006,2024-01-07,2024-01-10,3600000
PDD000504,DP00372,DNA002_R016,2024-01-07,2024-01-10,5400000
PDD000505,DP00373,LDO002_R006,2024-01-07,2024-01-09,2400000
PDD000506,DP00374,DBI002_R007,2024-01-07,2024-01-09,2400000
PDD000507,DP00375,CBG002_R011,2024-01-07,2024-01-11,7200000
PDD000508,DP00375,HYN001_R013,2024-01-07,2024-01-11,7200000
PDD000509,DP00376,PTU002_R007,2024-01-07,2024-01-08,1200000
PDD000510,DP00377,TBG002_R013,2024-01-07,2024-01-09,3400000
PDD000511,DP00378,KTM002_R003,2024-01-07,2024-01-11,4800000
PDD000512,DP00379,BTN002_R006,2024-01-07,2024-01-12,6000000
PDD000513,DP00379,DNG003_R011,2024-01-07,2024-01-11,6000000
PDD000514,DP00380,CMU001_R033,2024-01-07,2024-01-12,5000000
PDD000515,DP00381,AGG004_R007,2024-01-07,2024-01-11,4800000
PDD000516,DP00381,BGG001_R026,2024-01-07,2024-01-09,7000000
PDD000517,DP00382,TVH001_R016,2024-01-07,2024-01-09,3400000
PDD000518,DP00383,CMU001_R017,2024-01-07,2024-01-11,6000000
PDD000519,DP00384,NTN001_R003,2024-01-08,2024-01-12,4800000
PDD000520,DP00385,CMU002_R003,2024-01-08,2024-01-09,1200000
PDD000521,DP00386,BTE002_R012,2024-01-08,2024-01-11,8400000
PDD000522,DP00387,DTP001_R014,2024-01-08,2024-01-10,3600000
PDD000523,DP00388,BDG001_R032,2024-01-08,2024-01-12,8800000
PDD000524,DP00389,HGG001_R020,2024-01-08,2024-01-10,3000000
PDD000525,DP00390,HGG002_R012,2024-01-08,2024-01-09,1800000
PDD000526,DP00390,CTO001_R022,2024-01-08,2024-01-12,8800000
PDD000527,DP00390,DLK002_R017,2024-01-08,2024-01-13,9000000
PDD000528,DP00391,GLI001_R028,2024-01-08,2024-01-10,4400000
PDD000529,DP00392,BGG003_R020,2024-01-08,2024-01-12,6000000
PDD000530,DP00392,QBI001_R011,2024-01-08,2024-01-11,3600000
PDD000531,DP00392,LCA001_R015,2024-01-08,2024-01-13,17500000
PDD000532,DP00393,BGG001_R018,2024-01-08,2024-01-09,1500000
PDD000533,DP00393,BTE001_R009,2024-01-08,2024-01-11,3600000
PDD000534,DP00393,YBI002_R020,2024-01-08,2024-01-11,4500000
PDD000535,DP00394,TNI002_R002,2024-01-08,2024-01-10,2400000
PDD000536,DP00395,CTO002_R003,2024-01-08,2024-01-13,6000000
PDD000537,DP00396,BRV001_R035,2024-01-08,2024-01-12,4000000
PDD000538,DP00397,HNO003_R022,2024-01-08,2024-01-09,1500000
PDD000539,DP00398,HPG002_R030,2024-01-08,2024-01-11,10500000
PDD000540,DP00399,DLK001_R024,2024-01-08,2024-01-09,2400000
PDD000541,DP00400,HTH002_R007,2024-01-08,2024-01-13,12000000
PDD000542,DP00401,AGG003_R007,2024-01-08,2024-01-13,6000000
PDD000543,DP00402,LCH002_R015,2024-01-08,2024-01-11,4500000
PDD000544,DP00403,DBI001_R006,2024-01-08,2024-01-09,1200000
PDD000545,DP00403,BRV001_R008,2024-01-08,2024-01-13,6000000
PDD000546,DP00404,BTE001_R030,2024-01-08,2024-01-10,3400000
PDD000547,DP00405,HUG001_R021,2024-01-08,2024-01-10,4400000
PDD000548,DP00406,DNO001_R022,2024-01-08,2024-01-13,10000000
PDD000549,DP00407,QTR002_R012,2024-01-08,2024-01-11,5400000
PDD000550,DP00408,HNO002_R002,2024-01-08,2024-01-11,3600000
PDD000551,DP00409,TBG002_R003,2024-01-08,2024-01-13,6000000
PDD000552,DP00410,QNI002_R010,2024-01-08,2024-01-12,9600000
PDD000553,DP00411,LCI002_R014,2024-01-08,2024-01-10,3000000
PDD000554,DP00411,QTR002_R031,2024-01-08,2024-01-10,4400000
PDD000555,DP00412,VLO002_R013,2024-01-08,2024-01-12,7200000
PDD000556,DP00413,HPG001_R013,2024-01-08,2024-01-13,9000000
PDD000557,DP00414,KGI002_R027,2024-01-08,2024-01-10,7000000
PDD000558,DP00415,HGG001_R011,2024-01-08,2024-01-11,5400000
PDD000559,DP00416,QNG001_R012,2024-01-08,2024-01-10,3600000
PDD000560,DP00416,HNO003_R039,2024-01-08,2024-01-09,1100000
PDD000561,DP00417,SLA001_R011,2024-01-08,2024-01-12,7200000
PDD000562,DP00418,PYN002_R037,2024-01-08,2024-01-13,5000000
PDD000563,DP00419,HNO003_R014,2024-01-08,2024-01-09,1800000
PDD000564,DP00419,TTH002_R003,2024-01-08,2024-01-10,2400000
PDD000565,DP00420,DNO002_R008,2024-01-08,2024-01-10,3600000
PDD000566,DP00420,HBI002_R006,2024-01-08,2024-01-10,2400000
PDD000567,DP00421,GLI001_R033,2024-01-08,2024-01-10,3400000
PDD000568,DP00422,THA002_R007,2024-01-08,2024-01-13,9000000
PDD000569,DP00422,QBI002_R009,2024-01-08,2024-01-09,3500000
PDD000570,DP00423,NTN002_R025,2024-01-08,2024-01-12,11200000
PDD000571,DP00424,HNO001_R017,2024-01-08,2024-01-09,1800000
PDD000572,DP00424,BTE002_R001,2024-01-08,2024-01-13,6000000
PDD000573,DP00425,QNG001_R015,2024-01-08,2024-01-09,1800000
PDD000574,DP00425,HNO001_R027,2024-01-08,2024-01-10,7000000
PDD000575,DP00426,PTU002_R024,2024-01-08,2024-01-13,12000000
PDD000576,DP00427,TBI002_R018,2024-01-08,2024-01-11,5100000
PDD000577,DP00427,BRV002_R012,2024-01-08,2024-01-12,6000000
PDD000578,DP00427,TBI002_R004,2024-01-08,2024-01-13,6000000
PDD000579,DP00428,DNG001_R009,2024-01-08,2024-01-09,1500000
PDD000580,DP00429,HDG002_R001,2024-01-08,2024-01-09,1200000
PDD000581,DP00429,TNH001_R010,2024-01-08,2024-01-09,1800000
PDD000582,DP00430,LAG001_R017,2024-01-08,2024-01-10,3400000
PDD000583,DP00431,AGG003_R011,2024-01-08,2024-01-11,5400000
PDD000584,DP00432,BRV004_R012,2024-01-08,2024-01-12,7200000
PDD000585,DP00433,GLI001_R027,2024-01-08,2024-01-10,7000000
PDD000586,DP00434,TTH001_R021,2024-01-08,2024-01-12,8000000
PDD000587,DP00435,LDO002_R023,2024-01-08,2024-01-10,3400000
PDD000588,DP00435,AGG004_R015,2024-01-08,2024-01-10,3600000
PDD000589,DP00436,DNG002_R004,2024-01-08,2024-01-11,3600000
PDD000590,DP00437,VPC001_R026,2024-01-08,2024-01-12,6800000
PDD000591,DP00438,BRV002_R015,2024-01-08,2024-01-12,14000000
PDD000592,DP00438,HDG001_R006,2024-01-08,2024-01-13,7500000
PDD000593,DP00439,KGI002_R015,2024-01-08,2024-01-10,3600000
PDD000594,DP00439,DNG001_R005,2024-01-08,2024-01-13,9000000
PDD000595,DP00440,QNG001_R031,2024-01-08,2024-01-11,6000000
PDD000596,DP00441,BDG002_R002,2024-01-08,2024-01-10,2400000
PDD000597,DP00442,HNA001_R010,2024-01-08,2024-01-11,4500000
PDD000598,DP00443,TBI002_R010,2024-01-08,2024-01-13,9000000
PDD000599,DP00444,TTH002_R004,2024-01-08,2024-01-13,6000000
PDD000600,DP00445,AGG003_R036,2024-01-08,2024-01-10,2600000
PDD000601,DP00445,NBH001_R024,2024-01-08,2024-01-13,8500000
PDD000602,DP00446,DLK001_R018,2024-01-08,2024-01-11,5400000
PDD000603,DP00447,KGI002_R030,2024-01-08,2024-01-10,4000000
PDD000604,DP00448,YBI001_R018,2024-01-08,2024-01-13,8500000
PDD000605,DP00449,AGG004_R011,2024-01-08,2024-01-11,5400000
PDD000606,DP00449,NTN002_R027,2024-01-08,2024-01-12,14000000
PDD000607,DP00450,HYN001_R006,2024-01-08,2024-01-09,1200000
PDD000608,DP00451,NDH001_R009,2024-01-08,2024-01-11,5400000
PDD000609,DP00451,NDH001_R027,2024-01-08,2024-01-12,4400000
PDD000610,DP00452,TBI001_R007,2024-01-08,2024-01-12,7200000
PDD000611,DP00453,LCH001_R005,2024-01-08,2024-01-11,3600000
PDD000612,DP00454,CMU001_R007,2024-01-09,2024-01-13,4800000
PDD000613,DP00454,TVH002_R004,2024-01-09,2024-01-11,2400000
PDD000614,DP00455,CBG002_R014,2024-01-09,2024-01-13,6000000
PDD000615,DP00456,BGG003_R034,2024-01-09,2024-01-13,6800000
PDD000616,DP00457,DBI002_R022,2024-01-09,2024-01-14,10000000
PDD000617,DP00458,HYN002_R009,2024-01-09,2024-01-10,2800000
PDD000618,DP00459,TBI002_R005,2024-01-09,2024-01-11,2400000
PDD000619,DP00460,PYN002_R016,2024-01-09,2024-01-13,7200000
PDD000620,DP00461,DNO001_R006,2024-01-09,2024-01-11,2400000
PDD000621,DP00462,HNO002_R005,2024-01-09,2024-01-10,1200000
PDD000622,DP00463,VPC001_R021,2024-01-09,2024-01-10,2800000
PDD000623,DP00464,SLA001_R029,2024-01-09,2024-01-10,2000000
PDD000624,DP00464,THA002_R010,2024-01-09,2024-01-10,1500000
PDD000625,DP00465,TNH002_R019,2024-01-09,2024-01-11,7000000
PDD000626,DP00466,YBI001_R002,2024-01-09,2024-01-13,4800000
PDD000627,DP00467,KHA002_R009,2024-01-09,2024-01-13,7200000
PDD000628,DP00468,TBG001_R022,2024-01-09,2024-01-13,8000000
PDD000629,DP00469,TNH001_R011,2024-01-09,2024-01-11,3600000
PDD000630,DP00469,QBI001_R002,2024-01-09,2024-01-10,1200000
PDD000631,DP00470,BNH001_R019,2024-01-09,2024-01-11,7000000
PDD000632,DP00471,BRV001_R006,2024-01-09,2024-01-11,2400000
PDD000633,DP00472,DNG003_R018,2024-01-09,2024-01-10,1700000
PDD000634,DP00473,BGG001_R011,2024-01-09,2024-01-11,3600000
PDD000635,DP00474,HYN001_R010,2024-01-09,2024-01-10,1800000
PDD000636,DP00474,QNA001_R010,2024-01-09,2024-01-14,9000000
PDD000637,DP00475,CMU002_R014,2024-01-09,2024-01-13,7200000
PDD000638,DP00475,BTN001_R013,2024-01-09,2024-01-12,10500000
PDD000639,DP00475,STG002_R005,2024-01-09,2024-01-11,3600000
PDD000640,DP00476,KHA001_R019,2024-01-09,2024-01-14,7500000
PDD000641,DP00477,BGG001_R009,2024-01-09,2024-01-12,3600000
PDD000642,DP00477,QNI001_R012,2024-01-09,2024-01-13,7200000
PDD000643,DP00478,NDH002_R004,2024-01-09,2024-01-13,7200000
PDD000644,DP00479,QNG002_R005,2024-01-09,2024-01-13,7200000
PDD000645,DP00480,NDH001_R008,2024-01-09,2024-01-14,6000000
PDD000646,DP00481,TTH001_R023,2024-01-09,2024-01-13,6800000
PDD000647,DP00482,DLK002_R031,2024-01-09,2024-01-10,2000000
PDD000648,DP00483,DNO001_R016,2024-01-09,2024-01-11,3000000
PDD000649,DP00484,HBI002_R018,2024-01-09,2024-01-12,8400000
PDD000650,DP00485,HGG002_R027,2024-01-09,2024-01-11,2600000
PDD000651,DP00486,VPC001_R003,2024-01-09,2024-01-12,3600000
PDD000652,DP00487,HDG001_R008,2024-01-09,2024-01-10,2800000
PDD000653,DP00488,LCI002_R017,2024-01-09,2024-01-12,8400000
PDD000654,DP00489,QNI002_R014,2024-01-09,2024-01-10,2000000
PDD000655,DP00489,DNA002_R004,2024-01-09,2024-01-13,4800000
PDD000656,DP00489,HTH002_R003,2024-01-09,2024-01-13,4800000
PDD000657,DP00490,HNO001_R030,2024-01-09,2024-01-11,4000000
PDD000658,DP00490,HBI002_R011,2024-01-09,2024-01-10,1800000
PDD000659,DP00490,DLK001_R017,2024-01-09,2024-01-11,3600000
PDD000660,DP00491,SLA001_R003,2024-01-09,2024-01-14,6000000
PDD000661,DP00492,BNH001_R015,2024-01-09,2024-01-11,3000000
PDD000662,DP00493,BTE001_R005,2024-01-09,2024-01-10,1200000
PDD000663,DP00493,HNO003_R008,2024-01-09,2024-01-11,2400000
PDD000664,DP00494,NBH001_R004,2024-01-09,2024-01-12,3600000
PDD000665,DP00494,DTP001_R033,2024-01-09,2024-01-14,5000000
PDD000666,DP00495,TNH001_R017,2024-01-09,2024-01-11,3000000
PDD000667,DP00495,QTR002_R024,2024-01-09,2024-01-10,1500000
PDD000668,DP00496,QTR002_R021,2024-01-09,2024-01-14,7500000
PDD000669,DP00497,BDH001_R021,2024-01-09,2024-01-10,1700000
PDD000670,DP00497,DNA002_R028,2024-01-09,2024-01-11,4400000
PDD000671,DP00498,NDH001_R005,2024-01-09,2024-01-14,6000000
PDD000672,DP00498,NBH002_R001,2024-01-09,2024-01-13,4800000
PDD000673,DP00499,DBI001_R020,2024-01-09,2024-01-11,4400000
PDD000674,DP00500,BNH001_R004,2024-01-09,2024-01-10,1200000
PDD000675,DP00501,AGG002_R002,2024-01-09,2024-01-10,1200000
PDD000676,DP00501,AGG005_R011,2024-01-09,2024-01-12,8400000
PDD000677,DP00502,LCI001_R020,2024-01-09,2024-01-12,4500000
PDD000678,DP00503,QNI001_R013,2024-01-09,2024-01-12,5400000
PDD000679,DP00504,HUG002_R003,2024-01-09,2024-01-10,1200000
PDD000680,DP00504,BDH001_R007,2024-01-09,2024-01-14,6000000
PDD000681,DP00505,AGG005_R008,2024-01-09,2024-01-12,4500000
PDD000682,DP00505,TTH001_R012,2024-01-09,2024-01-12,5400000
PDD000683,DP00506,YBI002_R017,2024-01-09,2024-01-13,7200000
PDD000684,DP00507,NBH001_R020,2024-01-09,2024-01-12,6600000
PDD000685,DP00508,LAG001_R009,2024-01-09,2024-01-11,3000000
PDD000686,DP00508,BGG001_R024,2024-01-09,2024-01-11,5600000
PDD000687,DP00509,DBI001_R023,2024-01-09,2024-01-12,5100000
PDD000688,DP00510,DNA002_R026,2024-01-09,2024-01-11,7000000
PDD000689,DP00511,HNO003_R030,2024-01-09,2024-01-11,4400000
PDD000690,DP00512,QTR001_R041,2024-01-09,2024-01-10,1300000
PDD000691,DP00513,KTM002_R004,2024-01-09,2024-01-14,6000000
PDD000692,DP00514,LAG002_R004,2024-01-09,2024-01-12,3600000
PDD000693,DP00514,LCH002_R007,2024-01-09,2024-01-11,2400000
PDD000694,DP00515,KGI001_R018,2024-01-10,2024-01-12,4400000
PDD000695,DP00515,VPC001_R024,2024-01-10,2024-01-14,8800000
PDD000696,DP00516,DNG001_R001,2024-01-10,2024-01-13,3600000
PDD000697,DP00517,STG001_R008,2024-01-10,2024-01-12,3600000
PDD000698,DP00517,PTU002_R004,2024-01-10,2024-01-11,1200000
PDD000699,DP00518,KTM001_R006,2024-01-10,2024-01-14,7200000
PDD000700,DP00519,HTH001_R020,2024-01-10,2024-01-11,2400000
PDD000701,DP00520,HGG001_R031,2024-01-10,2024-01-11,2000000
PDD000702,DP00521,CMU002_R031,2024-01-10,2024-01-11,1700000
PDD000703,DP00522,DTP001_R002,2024-01-10,2024-01-12,2400000
PDD000704,DP00523,BGG003_R025,2024-01-10,2024-01-14,11200000
PDD000705,DP00523,NDH002_R002,2024-01-10,2024-01-14,4800000
PDD000706,DP00524,QBI001_R018,2024-01-10,2024-01-12,3600000
PDD000707,DP00525,BGG002_R033,2024-01-10,2024-01-11,1700000
PDD000708,DP00525,QNI001_R025,2024-01-10,2024-01-11,1000000
PDD000709,DP00526,DLK001_R022,2024-01-10,2024-01-14,6000000
PDD000710,DP00527,LCI002_R012,2024-01-10,2024-01-15,9000000
PDD000711,DP00527,SLA002_R019,2024-01-10,2024-01-12,4400000
PDD000712,DP00528,AGG004_R019,2024-01-10,2024-01-12,3000000
PDD000713,DP00528,LDO002_R022,2024-01-10,2024-01-13,5100000
PDD000714,DP00529,TNH001_R024,2024-01-10,2024-01-11,3500000
PDD000715,DP00530,TTH002_R008,2024-01-10,2024-01-11,2400000
PDD000716,DP00531,BRV002_R010,2024-01-10,2024-01-14,7200000
PDD000717,DP00531,STG001_R012,2024-01-10,2024-01-14,6000000
PDD000718,DP00532,DNA002_R013,2024-01-10,2024-01-12,3600000
PDD000719,DP00533,BTN001_R017,2024-01-10,2024-01-13,5100000
PDD000720,DP00533,LAG002_R014,2024-01-10,2024-01-12,3000000
PDD000721,DP00534,QNA001_R011,2024-01-10,2024-01-15,9000000
PDD000722,DP00535,HDG001_R005,2024-01-10,2024-01-11,1800000
PDD000723,DP00536,QNG001_R001,2024-01-10,2024-01-11,1200000
PDD000724,DP00536,YBI002_R028,2024-01-10,2024-01-13,6600000
PDD000725,DP00537,BDH002_R021,2024-01-10,2024-01-14,8000000
PDD000726,DP00538,HBI002_R009,2024-01-10,2024-01-15,9000000
PDD000727,DP00539,HBI001_R016,2024-01-10,2024-01-14,6800000
PDD000728,DP00540,BNH002_R012,2024-01-10,2024-01-12,3600000
PDD000729,DP00540,BRV003_R011,2024-01-10,2024-01-14,7200000
PDD000730,DP00541,HNO002_R007,2024-01-10,2024-01-15,9000000
PDD000731,DP00542,QBI001_R024,2024-01-10,2024-01-13,4500000
PDD000732,DP00543,CBG002_R015,2024-01-10,2024-01-12,3000000
PDD000733,DP00544,QNG001_R010,2024-01-10,2024-01-15,6000000
PDD000734,DP00545,HPG002_R038,2024-01-10,2024-01-11,1700000
PDD000735,DP00545,HYN002_R013,2024-01-10,2024-01-15,8500000
PDD000736,DP00545,DLK002_R034,2024-01-10,2024-01-11,1700000
PDD000737,DP00546,BTE001_R013,2024-01-10,2024-01-11,1800000
PDD000738,DP00547,DNO001_R009,2024-01-10,2024-01-14,7200000
PDD000739,DP00548,HPG002_R025,2024-01-10,2024-01-13,7200000
PDD000740,DP00548,NTN002_R022,2024-01-10,2024-01-11,2400000
PDD000741,DP00549,HNA001_R003,2024-01-10,2024-01-15,6000000
PDD000742,DP00549,BNH002_R033,2024-01-10,2024-01-11,2200000
PDD000743,DP00549,CTO002_R005,2024-01-10,2024-01-13,3600000
PDD000744,DP00550,DLK002_R010,2024-01-10,2024-01-15,6000000
PDD000745,DP00551,BLU001_R012,2024-01-10,2024-01-14,11200000
PDD000746,DP00551,LCI001_R039,2024-01-10,2024-01-14,6800000
PDD000747,DP00552,BRV001_R014,2024-01-10,2024-01-13,5400000
PDD000748,DP00553,KTM002_R017,2024-01-10,2024-01-14,6800000
