MaSuDungDichVu,MaDichVu,MaPhongDuocDat,ThoiGian,SoLuong,ThanhTien
SDV000481,SVC003,PDD000131,2024-01-04,1,0
SDV000482,SVC024,PDD000131,2024-01-04,2,200000
SDV000483,SVC011,PDD000011,2024-01-04,3,1050000
SDV000484,SVC006,PDD000117,2024-01-04,3,900000
SDV000485,SVC019,PDD000120,2024-01-04,3,300000
SDV000486,SVC008,PDD000120,2024-01-04,1,0
SDV000487,SVC005,PDD000122,2024-01-04,3,2400000
SDV000488,SVC003,PDD000122,2024-01-04,2,0
SDV000489,SVC019,PDD000011,2024-01-04,2,200000
SDV000490,SVC020,PDD000114,2024-01-04,3,0
SDV000491,SVC006,PDD000001,2024-01-04,1,300000
SDV000492,SVC021,PDD000001,2024-01-04,1,0
SDV000493,SVC017,PDD000125,2024-01-04,2,1000000
SDV000494,SVC018,PDD000126,2024-01-04,2,4000000
SDV000495,SVC004,PDD000126,2024-01-04,3,3600000
SDV000496,SVC011,PDD000239,2024-01-04,2,700000
SDV000497,SVC016,PDD000127,2024-01-04,2,40000
SDV000498,SVC021,PDD000129,2024-01-04,2,0
SDV000499,SVC015,PDD000129,2024-01-04,3,0
SDV000500,SVC007,PDD000113,2024-01-04,2,400000
SDV000501,SVC024,PDD000130,2024-01-04,1,100000
SDV000502,SVC017,PDD000130,2024-01-04,3,1500000
SDV000503,SVC011,PDD000130,2024-01-04,2,700000
SDV000504,SVC003,PDD000164,2024-01-04,2,0
SDV000505,SVC001,PDD000165,2024-01-04,1,300000
SDV000506,SVC011,PDD000239,2024-01-04,1,350000
SDV000507,SVC023,PDD000173,2024-01-04,3,900000
SDV000508,SVC025,PDD000076,2024-01-04,1,250000
SDV000509,SVC014,PDD000172,2024-01-04,3,9000000
SDV000510,SVC025,PDD000035,2024-01-04,3,750000
SDV000511,SVC015,PDD000171,2024-01-04,3,0
SDV000512,SVC008,PDD000084,2024-01-04,1,0
SDV000513,SVC020,PDD000165,2024-01-04,2,0
SDV000514,SVC023,PDD000165,2024-01-04,2,600000
SDV000515,SVC017,PDD000076,2024-01-04,1,500000
SDV000516,SVC021,PDD000076,2024-01-04,1,0
SDV000517,SVC025,PDD000170,2024-01-04,1,250000
SDV000518,SVC001,PDD000170,2024-01-04,1,300000
SDV000519,SVC015,PDD000165,2024-01-04,3,0
SDV000520,SVC005,PDD000270,2024-01-05,3,2400000
SDV000521,SVC020,PDD000266,2024-01-05,1,0
SDV000522,SVC016,PDD000282,2024-01-05,2,40000
SDV000523,SVC012,PDD000333,2024-01-05,3,1500000
SDV000524,SVC010,PDD000334,2024-01-05,1,200000
SDV000525,SVC016,PDD000302,2024-01-05,2,40000
SDV000526,SVC013,PDD000283,2024-01-05,2,300000
SDV000527,SVC006,PDD000283,2024-01-05,3,900000
SDV000528,SVC011,PDD000304,2024-01-05,1,350000
SDV000529,SVC013,PDD000284,2024-01-05,1,150000
SDV000530,SVC018,PDD000333,2024-01-05,2,4000000
SDV000531,SVC013,PDD000246,2024-01-05,2,300000
SDV000532,SVC022,PDD000330,2024-01-05,2,0
SDV000533,SVC018,PDD000284,2024-01-05,2,4000000
SDV000534,SVC011,PDD000334,2024-01-05,1,350000
SDV000535,SVC005,PDD000286,2024-01-05,1,800000
SDV000536,SVC004,PDD000247,2024-01-05,1,1200000
SDV000537,SVC002,PDD000301,2024-01-05,2,240000
SDV000538,SVC014,PDD000330,2024-01-05,2,6000000
SDV000539,SVC009,PDD000265,2024-01-05,1,0
SDV000540,SVC006,PDD000270,2024-01-05,2,600000
SDV000541,SVC010,PDD000324,2024-01-05,1,200000
SDV000542,SVC013,PDD000282,2024-01-05,1,150000
SDV000543,SVC023,PDD000270,2024-01-05,1,300000
SDV000544,SVC024,PDD000239,2024-01-05,2,200000
SDV000545,SVC023,PDD000270,2024-01-05,3,900000
SDV000546,SVC015,PDD000242,2024-01-05,3,0
SDV000547,SVC012,PDD000242,2024-01-05,1,500000
SDV000548,SVC023,PDD000242,2024-01-05,2,600000
SDV000549,SVC009,PDD000274,2024-01-05,1,0
SDV000550,SVC016,PDD000310,2024-01-05,2,40000
SDV000551,SVC009,PDD000316,2024-01-05,3,0
SDV000552,SVC014,PDD000242,2024-01-05,2,6000000
SDV000553,SVC003,PDD000242,2024-01-05,3,0
SDV000554,SVC022,PDD000317,2024-01-05,2,0
SDV000555,SVC021,PDD000304,2024-01-05,2,0
SDV000556,SVC009,PDD000275,2024-01-05,2,0
SDV000557,SVC009,PDD000330,2024-01-05,1,0
SDV000558,SVC022,PDD000310,2024-01-05,2,0
SDV000559,SVC022,PDD000315,2024-01-05,3,0
SDV000560,SVC015,PDD000312,2024-01-05,3,0
SDV000561,SVC012,PDD000304,2024-01-05,2,1000000
SDV000562,SVC001,PDD000333,2024-01-05,2,600000
SDV000563,SVC018,PDD000276,2024-01-05,1,2000000
SDV000564,SVC014,PDD000276,2024-01-05,2,6000000
SDV000565,SVC006,PDD000281,2024-01-05,1,300000
SDV000566,SVC002,PDD000281,2024-01-05,3,360000
SDV000567,SVC013,PDD000244,2024-01-05,2,300000
SDV000568,SVC010,PDD000310,2024-01-05,2,400000
SDV000569,SVC009,PDD000328,2024-01-05,1,0
SDV000570,SVC010,PDD000303,2024-01-05,3,600000
SDV000571,SVC010,PDD000301,2024-01-05,1,200000
SDV000572,SVC019,PDD000336,2024-01-05,2,200000
SDV000573,SVC005,PDD000300,2024-01-05,1,800000
SDV000574,SVC006,PDD000294,2024-01-05,3,900000
SDV000575,SVC014,PDD000313,2024-01-05,1,3000000
SDV000576,SVC022,PDD000340,2024-01-05,1,0
SDV000577,SVC008,PDD000345,2024-01-05,3,0
SDV000578,SVC019,PDD000312,2024-01-05,2,200000
SDV000579,SVC016,PDD000258,2024-01-05,1,20000
SDV000580,SVC019,PDD000342,2024-01-05,1,100000
SDV000581,SVC012,PDD000291,2024-01-05,1,500000
SDV000582,SVC015,PDD000259,2024-01-05,1,0
SDV000583,SVC010,PDD000308,2024-01-05,1,200000
SDV000584,SVC015,PDD000324,2024-01-05,2,0
SDV000585,SVC025,PDD000343,2024-01-05,2,500000
SDV000586,SVC011,PDD000340,2024-01-05,1,350000
SDV000587,SVC018,PDD000291,2024-01-05,1,2000000
SDV000588,SVC007,PDD000259,2024-01-05,2,400000
SDV000589,SVC023,PDD000259,2024-01-05,1,300000
SDV000590,SVC020,PDD000259,2024-01-05,2,0
SDV000591,SVC019,PDD000289,2024-01-05,3,300000
SDV000592,SVC019,PDD000260,2024-01-05,1,100000
SDV000593,SVC003,PDD000261,2024-01-05,3,0
SDV000594,SVC003,PDD000261,2024-01-05,3,0
SDV000595,SVC013,PDD000262,2024-01-05,2,300000
SDV000596,SVC016,PDD000263,2024-01-05,2,40000
SDV000597,SVC017,PDD000263,2024-01-05,2,1000000
SDV000598,SVC025,PDD000289,2024-01-05,2,500000
SDV000599,SVC010,PDD000263,2024-01-05,1,200000
SDV000600,SVC020,PDD000289,2024-01-05,3,0
SDV000601,SVC020,PDD000336,2024-01-05,1,0
SDV000602,SVC011,PDD000255,2024-01-05,1,350000
SDV000603,SVC008,PDD000313,2024-01-05,2,0
SDV000604,SVC017,PDD000263,2024-01-05,2,1000000
SDV000605,SVC013,PDD000337,2024-01-05,2,300000
SDV000606,SVC025,PDD000337,2024-01-05,1,250000
SDV000607,SVC025,PDD000337,2024-01-05,2,500000
SDV000608,SVC023,PDD000323,2024-01-05,2,600000
SDV000609,SVC006,PDD000297,2024-01-05,3,900000
SDV000610,SVC021,PDD000287,2024-01-05,3,0
SDV000611,SVC020,PDD000297,2024-01-05,1,0
SDV000612,SVC010,PDD000297,2024-01-05,3,600000
SDV000613,SVC014,PDD000309,2024-01-05,1,3000000
SDV000614,SVC003,PDD000318,2024-01-05,1,0
SDV000615,SVC002,PDD000297,2024-01-05,3,360000
SDV000616,SVC018,PDD000255,2024-01-05,2,4000000
SDV000617,SVC016,PDD000313,2024-01-05,3,60000
SDV000618,SVC007,PDD000313,2024-01-05,3,600000
SDV000619,SVC017,PDD000296,2024-01-05,1,500000
SDV000620,SVC012,PDD000339,2024-01-05,1,500000
SDV000621,SVC009,PDD000345,2024-01-05,3,0
SDV000622,SVC009,PDD000287,2024-01-05,3,0
SDV000623,SVC019,PDD000287,2024-01-05,2,200000
SDV000624,SVC008,PDD000265,2024-01-05,3,0
SDV000625,SVC017,PDD000296,2024-01-05,2,1000000
SDV000626,SVC023,PDD000252,2024-01-05,2,600000
SDV000627,SVC003,PDD000295,2024-01-05,2,0
SDV000628,SVC001,PDD000264,2024-01-05,3,900000
SDV000629,SVC016,PDD000288,2024-01-05,2,40000
SDV000630,SVC006,PDD000252,2024-01-05,3,900000
SDV000631,SVC007,PDD000270,2024-01-05,3,600000
SDV000632,SVC004,PDD000167,2024-01-05,3,3600000
SDV000633,SVC010,PDD000174,2024-01-05,2,400000
SDV000634,SVC013,PDD000145,2024-01-05,1,150000
SDV000635,SVC002,PDD000145,2024-01-05,3,360000
SDV000636,SVC019,PDD000199,2024-01-05,3,300000
SDV000637,SVC004,PDD000145,2024-01-05,2,2400000
SDV000638,SVC007,PDD000143,2024-01-05,2,400000
SDV000639,SVC011,PDD000139,2024-01-05,1,350000
SDV000640,SVC017,PDD000139,2024-01-05,1,500000
SDV000641,SVC013,PDD000133,2024-01-05,2,300000
SDV000642,SVC008,PDD000192,2024-01-05,1,0
SDV000643,SVC017,PDD000133,2024-01-05,2,1000000
SDV000644,SVC023,PDD000128,2024-01-05,2,600000
SDV000645,SVC002,PDD000127,2024-01-05,1,120000
SDV000646,SVC008,PDD000202,2024-01-05,2,0
SDV000647,SVC022,PDD000124,2024-01-05,1,0
SDV000648,SVC001,PDD000207,2024-01-05,1,300000
SDV000649,SVC023,PDD000124,2024-01-05,1,300000
SDV000650,SVC009,PDD000116,2024-01-05,1,0
SDV000651,SVC008,PDD000112,2024-01-05,1,0
SDV000652,SVC015,PDD000130,2024-01-05,2,0
SDV000653,SVC020,PDD000112,2024-01-05,3,0
SDV000654,SVC009,PDD000146,2024-01-05,3,0
SDV000655,SVC019,PDD000146,2024-01-05,2,200000
SDV000656,SVC016,PDD000168,2024-01-05,3,60000
SDV000657,SVC001,PDD000317,2024-01-05,3,900000
SDV000658,SVC023,PDD000173,2024-01-05,1,300000
SDV000659,SVC019,PDD000173,2024-01-05,1,100000
SDV000660,SVC019,PDD000174,2024-01-05,3,300000
SDV000661,SVC019,PDD000167,2024-01-05,3,300000
SDV000662,SVC018,PDD000239,2024-01-05,3,6000000
SDV000663,SVC013,PDD000174,2024-01-05,2,300000
SDV000664,SVC009,PDD000192,2024-01-05,1,0
SDV000665,SVC015,PDD000162,2024-01-05,3,0
SDV000666,SVC005,PDD000176,2024-01-05,3,2400000
SDV000667,SVC013,PDD000159,2024-01-05,3,450000
SDV000668,SVC016,PDD000157,2024-01-05,2,40000
SDV000669,SVC021,PDD000157,2024-01-05,1,0
SDV000670,SVC003,PDD000156,2024-01-05,2,0
SDV000671,SVC010,PDD000149,2024-01-05,2,400000
SDV000672,SVC013,PDD000186,2024-01-05,1,150000
SDV000673,SVC009,PDD000147,2024-01-05,2,0
SDV000674,SVC011,PDD000175,2024-01-05,1,350000
SDV000675,SVC002,PDD000111,2024-01-05,1,120000
SDV000676,SVC018,PDD000171,2024-01-05,1,2000000
SDV000677,SVC003,PDD000215,2024-01-05,1,0
SDV000678,SVC005,PDD000234,2024-01-05,2,1600000
SDV000679,SVC021,PDD000220,2024-01-05,2,0
SDV000680,SVC013,PDD000221,2024-01-05,1,150000
SDV000681,SVC020,PDD000221,2024-01-05,1,0
SDV000682,SVC004,PDD000060,2024-01-05,2,2400000
SDV000683,SVC006,PDD000026,2024-01-05,1,300000
SDV000684,SVC023,PDD000236,2024-01-05,1,300000
SDV000685,SVC011,PDD000026,2024-01-05,2,700000
SDV000686,SVC020,PDD000022,2024-01-05,3,0
SDV000687,SVC020,PDD000233,2024-01-05,1,0
SDV000688,SVC006,PDD000225,2024-01-05,3,900000
SDV000689,SVC011,PDD000226,2024-01-05,3,1050000
SDV000690,SVC020,PDD000233,2024-01-05,3,0
SDV000691,SVC012,PDD000019,2024-01-05,3,1500000
SDV000692,SVC008,PDD000019,2024-01-05,3,0
SDV000693,SVC021,PDD000215,2024-01-05,1,0
SDV000694,SVC022,PDD000230,2024-01-05,1,0
SDV000695,SVC011,PDD000236,2024-01-05,1,350000
SDV000696,SVC013,PDD000076,2024-01-05,2,300000
SDV000697,SVC025,PDD000007,2024-01-05,3,750000
SDV000698,SVC025,PDD000093,2024-01-05,1,250000
SDV000699,SVC001,PDD000214,2024-01-05,2,600000
SDV000700,SVC009,PDD000011,2024-01-05,1,0
SDV000701,SVC012,PDD000076,2024-01-05,1,500000
SDV000702,SVC023,PDD000236,2024-01-05,2,600000
SDV000703,SVC001,PDD000093,2024-01-05,2,600000
SDV000704,SVC007,PDD000007,2024-01-05,1,200000
SDV000705,SVC015,PDD000342,2024-01-06,3,0
SDV000706,SVC022,PDD000318,2024-01-06,1,0
SDV000707,SVC009,PDD000345,2024-01-06,3,0
SDV000708,SVC024,PDD000416,2024-01-06,2,200000
SDV000709,SVC016,PDD000417,2024-01-06,3,60000
SDV000710,SVC012,PDD000345,2024-01-06,3,1500000
SDV000711,SVC017,PDD000318,2024-01-06,1,500000
SDV000712,SVC002,PDD000344,2024-01-06,2,240000
SDV000713,SVC022,PDD000345,2024-01-06,3,0
SDV000714,SVC021,PDD000426,2024-01-06,1,0
SDV000715,SVC005,PDD000423,2024-01-06,3,2400000
SDV000716,SVC011,PDD000420,2024-01-06,2,700000
SDV000717,SVC025,PDD000419,2024-01-06,3,750000
SDV000718,SVC018,PDD000344,2024-01-06,3,6000000
SDV000719,SVC018,PDD000342,2024-01-06,3,6000000
SDV000720,SVC010,PDD000418,2024-01-06,3,600000
SDV000721,SVC009,PDD000418,2024-01-06,2,0
SDV000722,SVC025,PDD000432,2024-01-06,3,750000
SDV000723,SVC003,PDD000338,2024-01-06,3,0
SDV000724,SVC009,PDD000319,2024-01-06,3,0
SDV000725,SVC021,PDD000328,2024-01-06,3,0
SDV000726,SVC015,PDD000328,2024-01-06,2,0
SDV000727,SVC018,PDD000326,2024-01-06,2,4000000
SDV000728,SVC017,PDD000432,2024-01-06,3,1500000
SDV000729,SVC004,PDD000432,2024-01-06,2,2400000
SDV000730,SVC005,PDD000332,2024-01-06,1,800000
SDV000731,SVC025,PDD000432,2024-01-06,1,250000
SDV000732,SVC023,PDD000333,2024-01-06,3,900000
SDV000733,SVC017,PDD000429,2024-01-06,3,1500000
SDV000734,SVC012,PDD000348,2024-01-06,1,500000
SDV000735,SVC015,PDD000428,2024-01-06,2,0
SDV000736,SVC006,PDD000432,2024-01-06,2,600000
SDV000737,SVC006,PDD000426,2024-01-06,2,600000
SDV000738,SVC024,PDD000433,2024-01-06,3,300000
SDV000739,SVC020,PDD000335,2024-01-06,2,0
SDV000740,SVC022,PDD000428,2024-01-06,3,0
SDV000741,SVC015,PDD000323,2024-01-06,2,0
SDV000742,SVC024,PDD000319,2024-01-06,1,100000
SDV000743,SVC010,PDD000319,2024-01-06,3,600000
SDV000744,SVC009,PDD000434,2024-01-06,2,0
SDV000745,SVC010,PDD000319,2024-01-06,3,600000
SDV000746,SVC016,PDD000427,2024-01-06,2,40000
SDV000747,SVC020,PDD000328,2024-01-06,1,0
SDV000748,SVC014,PDD000426,2024-01-06,2,6000000
SDV000749,SVC014,PDD000426,2024-01-06,3,9000000
SDV000750,SVC005,PDD000426,2024-01-06,3,2400000
SDV000751,SVC004,PDD000335,2024-01-06,1,1200000
SDV000752,SVC021,PDD000333,2024-01-06,1,0
SDV000753,SVC019,PDD000379,2024-01-06,2,200000
SDV000754,SVC004,PDD000349,2024-01-06,2,2400000
SDV000755,SVC024,PDD000393,2024-01-06,2,200000
SDV000756,SVC006,PDD000393,2024-01-06,3,900000
SDV000757,SVC010,PDD000393,2024-01-06,1,200000
SDV000758,SVC016,PDD000394,2024-01-06,1,20000
SDV000759,SVC001,PDD000395,2024-01-06,1,300000
SDV000760,SVC001,PDD000395,2024-01-06,1,300000
SDV000761,SVC016,PDD000395,2024-01-06,3,60000
SDV000762,SVC022,PDD000397,2024-01-06,3,0
SDV000763,SVC010,PDD000374,2024-01-06,1,200000
SDV000764,SVC001,PDD000373,2024-01-06,2,600000
SDV000765,SVC018,PDD000373,2024-01-06,1,2000000
SDV000766,SVC001,PDD000372,2024-01-06,2,600000
SDV000767,SVC017,PDD000397,2024-01-06,1,500000
SDV000768,SVC021,PDD000371,2024-01-06,3,0
SDV000769,SVC018,PDD000398,2024-01-06,3,6000000
SDV000770,SVC020,PDD000403,2024-01-06,2,0
SDV000771,SVC018,PDD000404,2024-01-06,2,4000000
SDV000772,SVC011,PDD000370,2024-01-06,1,350000
SDV000773,SVC014,PDD000368,2024-01-06,3,9000000
SDV000774,SVC008,PDD000374,2024-01-06,2,0
SDV000775,SVC022,PDD000367,2024-01-06,3,0
SDV000776,SVC023,PDD000376,2024-01-06,1,300000
SDV000777,SVC011,PDD000392,2024-01-06,3,1050000
SDV000778,SVC006,PDD000378,2024-01-06,3,900000
SDV000779,SVC010,PDD000378,2024-01-06,3,600000
SDV000780,SVC008,PDD000378,2024-01-06,1,0
SDV000781,SVC014,PDD000379,2024-01-06,1,3000000
SDV000782,SVC020,PDD000379,2024-01-06,1,0
SDV000783,SVC003,PDD000379,2024-01-06,3,0
SDV000784,SVC020,PDD000380,2024-01-06,1,0
SDV000785,SVC020,PDD000382,2024-01-06,3,0
SDV000786,SVC019,PDD000378,2024-01-06,2,200000
SDV000787,SVC004,PDD000384,2024-01-06,1,1200000
SDV000788,SVC010,PDD000384,2024-01-06,2,400000
SDV000789,SVC020,PDD000386,2024-01-06,2,0
SDV000790,SVC018,PDD000388,2024-01-06,2,4000000
SDV000791,SVC020,PDD000389,2024-01-06,2,0
SDV000792,SVC009,PDD000377,2024-01-06,3,0
SDV000793,SVC023,PDD000389,2024-01-06,3,900000
SDV000794,SVC012,PDD000390,2024-01-06,2,1000000
SDV000795,SVC016,PDD000390,2024-01-06,3,60000
SDV000796,SVC012,PDD000377,2024-01-06,3,1500000
SDV000797,SVC007,PDD000393,2024-01-06,3,600000
SDV000798,SVC022,PDD000416,2024-01-06,3,0
SDV000799,SVC025,PDD000367,2024-01-06,2,500000
SDV000800,SVC015,PDD000367,2024-01-06,2,0
SDV000801,SVC005,PDD000414,2024-01-06,1,800000
SDV000802,SVC015,PDD000414,2024-01-06,1,0
SDV000803,SVC024,PDD000415,2024-01-06,3,300000
SDV000804,SVC010,PDD000354,2024-01-06,1,200000
SDV000805,SVC010,PDD000354,2024-01-06,1,200000
SDV000806,SVC001,PDD000353,2024-01-06,3,900000
SDV000807,SVC005,PDD000353,2024-01-06,3,2400000
SDV000808,SVC001,PDD000415,2024-01-06,3,900000
SDV000809,SVC006,PDD000352,2024-01-06,3,900000
SDV000810,SVC009,PDD000352,2024-01-06,2,0
SDV000811,SVC020,PDD000415,2024-01-06,1,0
SDV000812,SVC011,PDD000352,2024-01-06,1,350000
SDV000813,SVC008,PDD000351,2024-01-06,1,0
SDV000814,SVC007,PDD000416,2024-01-06,3,600000
SDV000815,SVC004,PDD000350,2024-01-06,3,3600000
SDV000816,SVC007,PDD000416,2024-01-06,3,600000
SDV000817,SVC023,PDD000350,2024-01-06,2,600000
SDV000818,SVC023,PDD000416,2024-01-06,3,900000
SDV000819,SVC002,PDD000350,2024-01-06,1,120000
SDV000820,SVC003,PDD000354,2024-01-06,1,0
SDV000821,SVC010,PDD000407,2024-01-06,3,600000
SDV000822,SVC014,PDD000354,2024-01-06,2,6000000
SDV000823,SVC021,PDD000355,2024-01-06,3,0
SDV000824,SVC004,PDD000408,2024-01-06,3,3600000
SDV000825,SVC019,PDD000409,2024-01-06,1,100000
SDV000826,SVC018,PDD000367,2024-01-06,1,2000000
SDV000827,SVC020,PDD000367,2024-01-06,2,0
SDV000828,SVC024,PDD000365,2024-01-06,1,100000
SDV000829,SVC008,PDD000409,2024-01-06,1,0
SDV000830,SVC017,PDD000365,2024-01-06,1,500000
SDV000831,SVC012,PDD000409,2024-01-06,1,500000
SDV000832,SVC001,PDD000409,2024-01-06,1,300000
SDV000833,SVC009,PDD000410,2024-01-06,1,0
SDV000834,SVC024,PDD000365,2024-01-06,2,200000
SDV000835,SVC021,PDD000363,2024-01-06,3,0
SDV000836,SVC017,PDD000363,2024-01-06,2,1000000
SDV000837,SVC017,PDD000413,2024-01-06,1,500000
SDV000838,SVC003,PDD000362,2024-01-06,3,0
SDV000839,SVC011,PDD000362,2024-01-06,1,350000
SDV000840,SVC024,PDD000356,2024-01-06,3,300000
SDV000841,SVC003,PDD000356,2024-01-06,2,0
SDV000842,SVC016,PDD000355,2024-01-06,3,60000
SDV000843,SVC009,PDD000354,2024-01-06,1,0
SDV000844,SVC010,PDD000318,2024-01-06,1,200000
SDV000845,SVC024,PDD000241,2024-01-06,2,200000
SDV000846,SVC003,PDD000164,2024-01-06,1,0
SDV000847,SVC009,PDD000275,2024-01-06,1,0
SDV000848,SVC024,PDD000278,2024-01-06,3,300000
SDV000849,SVC007,PDD000258,2024-01-06,2,400000
SDV000850,SVC003,PDD000202,2024-01-06,1,0
SDV000851,SVC014,PDD000258,2024-01-06,3,9000000
SDV000852,SVC018,PDD000283,2024-01-06,2,4000000
SDV000853,SVC018,PDD000283,2024-01-06,3,6000000
SDV000854,SVC002,PDD000149,2024-01-06,1,120000
SDV000855,SVC012,PDD000257,2024-01-06,2,1000000
SDV000856,SVC014,PDD000286,2024-01-06,1,3000000
SDV000857,SVC003,PDD000147,2024-01-06,2,0
SDV000858,SVC019,PDD000252,2024-01-06,2,200000
SDV000859,SVC004,PDD000286,2024-01-06,1,1200000
SDV000860,SVC024,PDD000287,2024-01-06,2,200000
SDV000861,SVC015,PDD000287,2024-01-06,2,0
SDV000862,SVC004,PDD000288,2024-01-06,1,1200000
SDV000863,SVC013,PDD000289,2024-01-06,2,300000
SDV000864,SVC016,PDD000289,2024-01-06,1,20000
SDV000865,SVC001,PDD000291,2024-01-06,2,600000
SDV000866,SVC018,PDD000128,2024-01-06,1,2000000
SDV000867,SVC018,PDD000205,2024-01-06,3,6000000
SDV000868,SVC001,PDD000261,2024-01-06,3,900000
SDV000869,SVC015,PDD000127,2024-01-06,3,0
SDV000870,SVC014,PDD000246,2024-01-06,2,6000000
SDV000871,SVC006,PDD000207,2024-01-06,3,900000
SDV000872,SVC002,PDD000275,2024-01-06,3,360000
SDV000873,SVC017,PDD000241,2024-01-06,1,500000
SDV000874,SVC019,PDD000260,2024-01-06,2,200000
SDV000875,SVC005,PDD000272,2024-01-06,3,2400000
SDV000876,SVC011,PDD000261,2024-01-06,2,700000
SDV000877,SVC019,PDD000262,2024-01-06,2,200000
SDV000878,SVC003,PDD000262,2024-01-06,1,0
SDV000879,SVC012,PDD000264,2024-01-06,3,1500000
SDV000880,SVC024,PDD000265,2024-01-06,2,200000
SDV000881,SVC022,PDD000265,2024-01-06,1,0
SDV000882,SVC018,PDD000266,2024-01-06,2,4000000
SDV000883,SVC004,PDD000260,2024-01-06,2,2400000
SDV000884,SVC024,PDD000266,2024-01-06,2,200000
SDV000885,SVC025,PDD000184,2024-01-06,3,750000
SDV000886,SVC011,PDD000183,2024-01-06,2,700000
SDV000887,SVC011,PDD000194,2024-01-06,1,350000
SDV000888,SVC022,PDD000175,2024-01-06,1,0
SDV000889,SVC022,PDD000175,2024-01-06,1,0
SDV000890,SVC010,PDD000175,2024-01-06,1,200000
SDV000891,SVC024,PDD000173,2024-01-06,3,300000
SDV000892,SVC013,PDD000172,2024-01-06,1,150000
SDV000893,SVC003,PDD000172,2024-01-06,1,0
SDV000894,SVC024,PDD000172,2024-01-06,1,100000
SDV000895,SVC022,PDD000196,2024-01-06,2,0
SDV000896,SVC007,PDD000269,2024-01-06,3,600000
SDV000897,SVC012,PDD000269,2024-01-06,2,1000000
SDV000898,SVC016,PDD000169,2024-01-06,3,60000
SDV000899,SVC013,PDD000167,2024-01-06,1,150000
SDV000900,SVC022,PDD000199,2024-01-06,3,0
SDV000901,SVC014,PDD000199,2024-01-06,3,9000000
SDV000902,SVC014,PDD000318,2024-01-06,1,3000000
SDV000903,SVC011,PDD000262,2024-01-06,1,350000
SDV000904,SVC010,PDD000296,2024-01-06,3,600000
SDV000905,SVC024,PDD000208,2024-01-06,2,200000
SDV000906,SVC019,PDD000117,2024-01-06,3,300000
SDV000907,SVC012,PDD000304,2024-01-06,1,500000
SDV000908,SVC006,PDD000305,2024-01-06,1,300000
SDV000909,SVC010,PDD000306,2024-01-06,1,200000
SDV000910,SVC008,PDD000208,2024-01-06,2,0
SDV000911,SVC017,PDD000226,2024-01-06,2,1000000
SDV000912,SVC016,PDD000307,2024-01-06,1,20000
SDV000913,SVC025,PDD000307,2024-01-06,3,750000
SDV000914,SVC017,PDD000210,2024-01-06,3,1500000
SDV000915,SVC022,PDD000225,2024-01-06,3,0
SDV000916,SVC009,PDD000225,2024-01-06,1,0
SDV000917,SVC012,PDD000210,2024-01-06,1,500000
SDV000918,SVC025,PDD000309,2024-01-06,2,500000
SDV000919,SVC024,PDD000309,2024-01-06,1,100000
SDV000920,SVC011,PDD000223,2024-01-06,3,1050000
SDV000921,SVC011,PDD000220,2024-01-06,3,1050000
SDV000922,SVC006,PDD000312,2024-01-06,2,600000
SDV000923,SVC001,PDD000314,2024-01-06,2,600000
SDV000924,SVC005,PDD000314,2024-01-06,2,1600000
SDV000925,SVC022,PDD000315,2024-01-06,2,0
SDV000926,SVC024,PDD000303,2024-01-06,2,200000
SDV000927,SVC005,PDD000302,2024-01-06,2,1600000
SDV000928,SVC002,PDD000303,2024-01-06,2,240000
SDV000929,SVC012,PDD000301,2024-01-06,3,1500000
SDV000930,SVC024,PDD000207,2024-01-06,1,100000
SDV000931,SVC011,PDD000301,2024-01-06,2,700000
SDV000932,SVC001,PDD000300,2024-01-06,2,600000
SDV000933,SVC015,PDD000072,2024-01-06,2,0
SDV000934,SVC013,PDD000301,2024-01-06,3,450000
SDV000935,SVC025,PDD000233,2024-01-06,2,500000
SDV000936,SVC006,PDD000072,2024-01-06,2,600000
SDV000937,SVC002,PDD000233,2024-01-06,3,360000
SDV000938,SVC017,PDD000080,2024-01-06,2,1000000
SDV000939,SVC014,PDD000302,2024-01-06,1,3000000
SDV000940,SVC021,PDD000297,2024-01-06,1,0
SDV000941,SVC006,PDD000302,2024-01-06,1,300000
SDV000942,SVC007,PDD000093,2024-01-06,1,200000
SDV000943,SVC004,PDD000108,2024-01-06,3,3600000
SDV000944,SVC016,PDD000296,2024-01-06,1,20000
SDV000945,SVC023,PDD000226,2024-01-06,3,900000
SDV000946,SVC014,PDD000072,2024-01-06,3,9000000
SDV000947,SVC003,PDD000506,2024-01-07,1,0
SDV000948,SVC022,PDD000389,2024-01-07,2,0
SDV000949,SVC011,PDD000460,2024-01-07,1,350000
SDV000950,SVC017,PDD000509,2024-01-07,2,1000000
SDV000951,SVC020,PDD000215,2024-01-07,3,0
SDV000952,SVC003,PDD000215,2024-01-07,3,0
SDV000953,SVC001,PDD000506,2024-01-07,3,900000
SDV000954,SVC008,PDD000222,2024-01-07,2,0
SDV000955,SVC013,PDD000456,2024-01-07,2,300000
SDV000956,SVC005,PDD000393,2024-01-07,3,2400000
SDV000957,SVC007,PDD000403,2024-01-07,2,400000
SDV000958,SVC024,PDD000459,2024-01-07,2,200000
SDV000959,SVC006,PDD000507,2024-01-07,1,300000
SDV000960,SVC025,PDD000400,2024-01-07,2,500000
SDV000961,SVC025,PDD000404,2024-01-07,2,500000
SDV000962,SVC003,PDD000509,2024-01-07,2,0
