MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD000287_2,PDD000287,2024-01-11,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000194_2,PDD000194,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000400_1,PDD000400,2024-01-11,5,Tuyệt vời!
DGPDD000654_1,PDD000654,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000425_1,PDD000425,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000574_1,PDD000574,2024-01-11,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000367_1,PDD000367,2024-01-11,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000171_1,PDD000171,2024-01-11,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000169_1,PDD000169,2024-01-11,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000197_2,PDD000197,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000434_2,PDD000434,2024-01-11,2,Không hài lòng lắm.
DGPDD000198_1,PDD000198,2024-01-11,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000199_2,PDD000199,2024-01-11,5,Tuyệt vời!
DGPDD000370_1,PDD000370,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000520_1,PDD000520,2024-01-11,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000394_1,PDD000394,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000202_2,PDD000202,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000510_1,PDD000510,2024-01-11,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000343_2,PDD000343,2024-01-11,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000506_1,PDD000506,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000260_1,PDD000260,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000266_2,PDD000266,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000474_1,PDD000474,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000268_1,PDD000268,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000585_1,PDD000585,2024-01-11,5,Tuyệt vời!
DGPDD000271_1,PDD000271,2024-01-11,5,Dịch vụ hoàn hảo.
DGPDD000314_1,PDD000314,2024-01-11,5,Tuyệt vời!
DGPDD000272_1,PDD000272,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000480_1,PDD000480,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000302_1,PDD000302,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000299_1,PDD000299,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000112_2,PDD000112,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000490_2,PDD000490,2024-01-11,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000280_1,PDD000280,2024-01-11,5,Dịch vụ hoàn hảo.
DGPDD000582_1,PDD000582,2024-01-11,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000273_1,PDD000273,2024-01-11,5,"Rất hài lòng, sẽ quay lại."
DGPDD000469_1,PDD000469,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000580_1,PDD000580,2024-01-11,5,Dịch vụ hoàn hảo.
DGPDD000603_1,PDD000603,2024-01-11,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000147_2,PDD000147,2024-01-11,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000323_1,PDD000323,2024-01-11,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000338_1,PDD000338,2024-01-11,2,Không hài lòng lắm.
DGPDD000566_1,PDD000566,2024-01-11,2,Không hài lòng lắm.
DGPDD000617_1,PDD000617,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000173_2,PDD000173,2024-01-12,2,Không hài lòng lắm.
DGPDD000420_1,PDD000420,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000580_2,PDD000580,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000486_1,PDD000486,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000455_1,PDD000455,2024-01-12,1,"Rất tệ, không quay lại."
DGPDD000505_1,PDD000505,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000480_2,PDD000480,2024-01-12,5,"Rất hài lòng, sẽ quay lại."
DGPDD000448_1,PDD000448,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000611_1,PDD000611,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000620_1,PDD000620,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000423_1,PDD000423,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000623_1,PDD000623,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000442_1,PDD000442,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000429_2,PDD000429,2024-01-12,1,"Rất tệ, không quay lại."
DGPDD000503_1,PDD000503,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000587_1,PDD000587,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000431_1,PDD000431,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000508_1,PDD000508,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000622_1,PDD000622,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000467_1,PDD000467,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000468_1,PDD000468,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000596_1,PDD000596,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000472_1,PDD000472,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000471_1,PDD000471,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000624_1,PDD000624,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000597_1,PDD000597,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000452_2,PDD000452,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000093_2,PDD000093,2024-01-12,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000184_2,PDD000184,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000336_1,PDD000336,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000334_1,PDD000334,2024-01-12,2,Không hài lòng lắm.
DGPDD000331_1,PDD000331,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000723_1,PDD000723,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000237_2,PDD000237,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000327_1,PDD000327,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000238_1,PDD000238,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000321_1,PDD000321,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000248_1,PDD000248,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000257_1,PDD000257,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000314_2,PDD000314,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000223_1,PDD000223,2024-01-12,5,"Rất hài lòng, sẽ quay lại."
DGPDD000538_2,PDD000538,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000750_1,PDD000750,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000268_2,PDD000268,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000269_1,PDD000269,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000303_1,PDD000303,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000302_2,PDD000302,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000277_1,PDD000277,2024-01-12,5,Tuyệt vời!
DGPDD000546_1,PDD000546,2024-01-12,5,"Rất hài lòng, sẽ quay lại."
DGPDD000781_1,PDD000781,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000760_1,PDD000760,2024-01-12,2,Không hài lòng lắm.
DGPDD000767_1,PDD000767,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000544_1,PDD000544,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000550_1,PDD000550,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000528_1,PDD000528,2024-01-12,5,"Rất hài lòng, sẽ quay lại."
DGPDD000342_1,PDD000342,2024-01-12,5,Tuyệt vời!
DGPDD000347_1,PDD000347,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000404_1,PDD000404,2024-01-12,5,Tuyệt vời!
DGPDD000574_2,PDD000574,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000402_1,PDD000402,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000654_2,PDD000654,2024-01-12,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000396_1,PDD000396,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000391_1,PDD000391,2024-01-12,5,"Rất hài lòng, sẽ quay lại."
DGPDD000390_1,PDD000390,2024-01-12,5,Tuyệt vời!
DGPDD000388_1,PDD000388,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000515_1,PDD000515,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000666_1,PDD000666,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000581_1,PDD000581,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000516_1,PDD000516,2024-01-12,2,Không hài lòng lắm.
DGPDD000375_1,PDD000375,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000702_1,PDD000702,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000205_1,PDD000205,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000210_1,PDD000210,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000674_1,PDD000674,2024-01-12,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000358_1,PDD000358,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000522_2,PDD000522,2024-01-12,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000213_1,PDD000213,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000569_2,PDD000569,2024-01-12,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000700_1,PDD000700,2024-01-12,5,Dịch vụ hoàn hảo.
DGPDD000348_1,PDD000348,2024-01-12,1,"Rất tệ, không quay lại."
DGPDD000207_2,PDD000207,2024-01-12,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000550_2,PDD000550,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000552_1,PDD000552,2024-01-13,1,"Rất tệ, không quay lại."
DGPDD000570_1,PDD000570,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000564_1,PDD000564,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000577_1,PDD000577,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000576_1,PDD000576,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000761_1,PDD000761,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000650_1,PDD000650,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000589_1,PDD000589,2024-01-13,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000765_1,PDD000765,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000752_1,PDD000752,2024-01-13,5,Tuyệt vời!
DGPDD000740_1,PDD000740,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000737_1,PDD000737,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000734_1,PDD000734,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000720_1,PDD000720,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000718_1,PDD000718,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000708_1,PDD000708,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000684_1,PDD000684,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000682_1,PDD000682,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000681_1,PDD000681,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000828_1,PDD000828,2024-01-13,5,"Rất hài lòng, sẽ quay lại."
DGPDD000679_1,PDD000679,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000675_1,PDD000675,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000583_1,PDD000583,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000673_1,PDD000673,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000669_1,PDD000669,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000667_1,PDD000667,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000659_1,PDD000659,2024-01-13,5,"Rất hài lòng, sẽ quay lại."
DGPDD000658_1,PDD000658,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000652_1,PDD000652,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000647_1,PDD000647,2024-01-13,1,Trải nghiệm tồi tệ.
DGPDD000639_1,PDD000639,2024-01-13,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000633_1,PDD000633,2024-01-13,5,"Rất hài lòng, sẽ quay lại."
DGPDD000629_1,PDD000629,2024-01-13,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000621_2,PDD000621,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000618_1,PDD000618,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000611_2,PDD000611,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000600_1,PDD000600,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000593_1,PDD000593,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000849_1,PDD000849,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000826_1,PDD000826,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000544_2,PDD000544,2024-01-13,5,Tuyệt vời!
DGPDD000284_1,PDD000284,2024-01-13,5,"Rất hài lòng, sẽ quay lại."
DGPDD000358_2,PDD000358,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000368_1,PDD000368,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000288_1,PDD000288,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000511_1,PDD000511,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000508_2,PDD000508,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000205_2,PDD000205,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000381_1,PDD000381,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000387_1,PDD000387,2024-01-13,5,Dịch vụ hoàn hảo.
DGPDD000478_1,PDD000478,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000211_2,PDD000211,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000293_1,PDD000293,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000257_2,PDD000257,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000468_2,PDD000468,2024-01-13,5,"Rất hài lòng, sẽ quay lại."
DGPDD000398_1,PDD000398,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000399_1,PDD000399,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000402_2,PDD000402,2024-01-13,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000403_1,PDD000403,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000278_1,PDD000278,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000404_2,PDD000404,2024-01-13,5,Tuyệt vời!
DGPDD000450_1,PDD000450,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000408_1,PDD000408,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000437_1,PDD000437,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000473_1,PDD000473,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000514_1,PDD000514,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000332_1,PDD000332,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000311_1,PDD000311,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000346_1,PDD000346,2024-01-13,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000350_1,PDD000350,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000329_1,PDD000329,2024-01-13,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000321_2,PDD000321,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000351_1,PDD000351,2024-01-13,5,Tuyệt vời!
DGPDD000535_1,PDD000535,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000298_1,PDD000298,2024-01-13,5,Tuyệt vời!
DGPDD000325_1,PDD000325,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000534_1,PDD000534,2024-01-13,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000353_1,PDD000353,2024-01-13,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000652_2,PDD000652,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000342_2,PDD000342,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000653_1,PDD000653,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000775_1,PDD000775,2024-01-14,5,Dịch vụ hoàn hảo.
DGPDD000722_1,PDD000722,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000755_1,PDD000755,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000785_1,PDD000785,2024-01-14,5,Tuyệt vời!
DGPDD000644_1,PDD000644,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000708_2,PDD000708,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000329_2,PDD000329,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000411_1,PDD000411,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000632_1,PDD000632,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000719_1,PDD000719,2024-01-14,2,Không hài lòng lắm.
DGPDD000419_1,PDD000419,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000629_2,PDD000629,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000430_1,PDD000430,2024-01-14,5,Tuyệt vời!
DGPDD000782_1,PDD000782,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000770_1,PDD000770,2024-01-14,5,Dịch vụ hoàn hảo.
DGPDD000348_2,PDD000348,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000396_2,PDD000396,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000677_1,PDD000677,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000676_1,PDD000676,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000357_1,PDD000357,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000683_1,PDD000683,2024-01-14,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000762_1,PDD000762,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000670_1,PDD000670,2024-01-14,5,Tuyệt vời!
DGPDD000786_1,PDD000786,2024-01-14,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000685_1,PDD000685,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000686_1,PDD000686,2024-01-14,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000667_2,PDD000667,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000381_2,PDD000381,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000687_1,PDD000687,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000689_1,PDD000689,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000664_1,PDD000664,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000663_1,PDD000663,2024-01-14,5,Dịch vụ hoàn hảo.
DGPDD000693_1,PDD000693,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000661_1,PDD000661,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000678_1,PDD000678,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000387_2,PDD000387,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000768_1,PDD000768,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000800_1,PDD000800,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000787_1,PDD000787,2024-01-14,5,Dịch vụ hoàn hảo.
DGPDD000627_1,PDD000627,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000475_1,PDD000475,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000476_1,PDD000476,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000478_2,PDD000478,2024-01-14,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD000493_1,PDD000493,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000853_1,PDD000853,2024-01-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD000576_2,PDD000576,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000796_1,PDD000796,2024-01-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD000862_1,PDD000862,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD000518_1,PDD000518,2024-01-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD000572_1,PDD000572,2024-01-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
