MaPhong,MaKhachSan,LoaiPhong,GiaNiemYet,TrangThai
KTM002_R012,KTM002,Executive Room,2400000,Đang sử dụng
KTM002_R013,KTM002,Junior Suite,2800000,Trống
KTM002_R014,KTM002,Suite,3500000,Đang dọn
KTM002_R015,KTM002,Family Room,2200000,Đang sử dụng
KTM002_R016,KTM002,Connecting Room,2000000,Đang sử dụng
KTM002_R017,KTM002,Twin Room,1700000,Đang sử dụng
KTM002_R018,KTM002,Double Room,1700000,Đang dọn
LCI001_R001,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R002,LCI001,Standard Room,1200000,Đang dọn
LCI001_R003,LCI001,Standard Room,1200000,Đang dọn
LCI001_R004,LCI001,Standard Room,1200000,Trống
LCI001_R005,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R006,LCI001,Standard Room,1200000,Đang dọn
LCI001_R007,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R008,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R009,LCI001,Standard Room,1200000,Trống
LCI001_R010,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R011,LCI001,Standard Room,1200000,Đang sử dụng
LCI001_R012,LCI001,Deluxe Room,1800000,Đang dọn
LCI001_R013,LCI001,Deluxe Room,1800000,Đang dọn
LCI001_R014,LCI001,Deluxe Room,1800000,Trống
LCI001_R015,LCI001,Deluxe Room,1800000,Trống
LCI001_R016,LCI001,Deluxe Room,1800000,Trống
LCI001_R017,LCI001,Deluxe Room,1800000,Đang dọn
LCI001_R018,LCI001,Deluxe Room,1800000,Trống
LCI001_R019,LCI001,Deluxe Room,1800000,Đang dọn
LCI001_R020,LCI001,Superior Room,1500000,Đang sử dụng
LCI001_R021,LCI001,Superior Room,1500000,Đang sử dụng
LCI001_R022,LCI001,Superior Room,1500000,Trống
LCI001_R023,LCI001,Superior Room,1500000,Đang dọn
LCI001_R024,LCI001,Superior Room,1500000,Trống
LCI001_R025,LCI001,Executive Room,2400000,Đang sử dụng
LCI001_R026,LCI001,Executive Room,2400000,Trống
LCI001_R027,LCI001,Junior Suite,2800000,Đang dọn
LCI001_R028,LCI001,Junior Suite,2800000,Đang dọn
LCI001_R029,LCI001,Suite,3500000,Đang dọn
LCI001_R030,LCI001,Suite,3500000,Đang sử dụng
LCI001_R031,LCI001,Family Room,2200000,Đang dọn
LCI001_R032,LCI001,Family Room,2200000,Đang dọn
LCI001_R033,LCI001,Family Room,2200000,Trống
LCI001_R034,LCI001,Connecting Room,2000000,Đang sử dụng
LCI001_R035,LCI001,Connecting Room,2000000,Đang dọn
LCI001_R036,LCI001,Twin Room,1700000,Trống
LCI001_R037,LCI001,Twin Room,1700000,Đang dọn
LCI001_R038,LCI001,Double Room,1700000,Đang sử dụng
LCI001_R039,LCI001,Double Room,1700000,Đang sử dụng
LCI001_R040,LCI001,Single Room,1000000,Đang sử dụng
LCI001_R041,LCI001,Studio Room,1300000,Đang sử dụng
LCI001_R042,LCI001,Accessible Room,1100000,Đang dọn
LCI002_R001,LCI002,Standard Room,1200000,Trống
LCI002_R002,LCI002,Standard Room,1200000,Đang dọn
LCI002_R003,LCI002,Standard Room,1200000,Đang sử dụng
LCI002_R004,LCI002,Standard Room,1200000,Đang dọn
LCI002_R005,LCI002,Standard Room,1200000,Đang dọn
LCI002_R006,LCI002,Standard Room,1200000,Trống
LCI002_R007,LCI002,Standard Room,1200000,Trống
LCI002_R008,LCI002,Deluxe Room,1800000,Đang sử dụng
LCI002_R009,LCI002,Deluxe Room,1800000,Đang sử dụng
LCI002_R010,LCI002,Deluxe Room,1800000,Đang dọn
LCI002_R011,LCI002,Deluxe Room,1800000,Đang dọn
LCI002_R012,LCI002,Deluxe Room,1800000,Trống
LCI002_R013,LCI002,Superior Room,1500000,Đang dọn
LCI002_R014,LCI002,Superior Room,1500000,Đang sử dụng
LCI002_R015,LCI002,Superior Room,1500000,Đang sử dụng
LCI002_R016,LCI002,Executive Room,2400000,Đang dọn
LCI002_R017,LCI002,Junior Suite,2800000,Đang sử dụng
LCI002_R018,LCI002,Suite,3500000,Trống
LCI002_R019,LCI002,Family Room,2200000,Đang dọn
LCI002_R020,LCI002,Family Room,2200000,Đang sử dụng
LCI002_R021,LCI002,Connecting Room,2000000,Đang sử dụng
LCI002_R022,LCI002,Twin Room,1700000,Trống
LCI002_R023,LCI002,Double Room,1700000,Trống
LCH001_R001,LCH001,Standard Room,1200000,Đang dọn
LCH001_R002,LCH001,Standard Room,1200000,Đang dọn
LCH001_R003,LCH001,Standard Room,1200000,Đang sử dụng
LCH001_R004,LCH001,Standard Room,1200000,Trống
LCH001_R005,LCH001,Standard Room,1200000,Đang sử dụng
LCH001_R006,LCH001,Standard Room,1200000,Trống
LCH001_R007,LCH001,Standard Room,1200000,Đang sử dụng
LCH001_R008,LCH001,Deluxe Room,1800000,Trống
LCH001_R009,LCH001,Deluxe Room,1800000,Đang dọn
LCH001_R010,LCH001,Deluxe Room,1800000,Đang sử dụng
LCH001_R011,LCH001,Deluxe Room,1800000,Đang sử dụng
LCH001_R012,LCH001,Superior Room,1500000,Đang dọn
LCH001_R013,LCH001,Superior Room,1500000,Đang dọn
LCH001_R014,LCH001,Superior Room,1500000,Đang sử dụng
LCH001_R015,LCH001,Executive Room,2400000,Trống
LCH001_R016,LCH001,Junior Suite,2800000,Trống
LCH001_R017,LCH001,Suite,3500000,Đang dọn
LCH001_R018,LCH001,Family Room,2200000,Đang dọn
LCH001_R019,LCH001,Family Room,2200000,Trống
LCH001_R020,LCH001,Connecting Room,2000000,Trống
LCH001_R021,LCH001,Twin Room,1700000,Trống
LCH001_R022,LCH001,Double Room,1700000,Đang sử dụng
LCH002_R001,LCH002,Standard Room,1200000,Trống
LCH002_R002,LCH002,Standard Room,1200000,Đang sử dụng
LCH002_R003,LCH002,Standard Room,1200000,Trống
LCH002_R004,LCH002,Standard Room,1200000,Đang dọn
LCH002_R005,LCH002,Standard Room,1200000,Đang dọn
LCH002_R006,LCH002,Standard Room,1200000,Đang dọn
LCH002_R007,LCH002,Standard Room,1200000,Trống
LCH002_R008,LCH002,Deluxe Room,1800000,Đang dọn
LCH002_R009,LCH002,Deluxe Room,1800000,Trống
LCH002_R010,LCH002,Deluxe Room,1800000,Đang sử dụng
LCH002_R011,LCH002,Deluxe Room,1800000,Đang dọn
LCH002_R012,LCH002,Deluxe Room,1800000,Trống
LCH002_R013,LCH002,Superior Room,1500000,Đang sử dụng
LCH002_R014,LCH002,Superior Room,1500000,Đang dọn
LCH002_R015,LCH002,Superior Room,1500000,Đang dọn
LCH002_R016,LCH002,Executive Room,2400000,Đang sử dụng
LCH002_R017,LCH002,Junior Suite,2800000,Trống
LCH002_R018,LCH002,Suite,3500000,Đang dọn
LCH002_R019,LCH002,Family Room,2200000,Đang sử dụng
LCH002_R020,LCH002,Family Room,2200000,Đang dọn
LCH002_R021,LCH002,Connecting Room,2000000,Đang sử dụng
LCH002_R022,LCH002,Twin Room,1700000,Đang sử dụng
LCH002_R023,LCH002,Double Room,1700000,Đang dọn
LDO001_R001,LDO001,Standard Room,1200000,Trống
LDO001_R002,LDO001,Standard Room,1200000,Đang dọn
LDO001_R003,LDO001,Standard Room,1200000,Đang dọn
LDO001_R004,LDO001,Standard Room,1200000,Trống
LDO001_R005,LDO001,Standard Room,1200000,Đang dọn
LDO001_R006,LDO001,Deluxe Room,1800000,Đang sử dụng
LDO001_R007,LDO001,Deluxe Room,1800000,Trống
LDO001_R008,LDO001,Deluxe Room,1800000,Đang dọn
LDO001_R009,LDO001,Superior Room,1500000,Trống
LDO001_R010,LDO001,Superior Room,1500000,Đang dọn
LDO001_R011,LDO001,Executive Room,2400000,Trống
LDO001_R012,LDO001,Junior Suite,2800000,Đang sử dụng
LDO001_R013,LDO001,Suite,3500000,Trống
LDO001_R014,LDO001,Family Room,2200000,Đang dọn
LDO001_R015,LDO001,Connecting Room,2000000,Trống
LDO001_R016,LDO001,Twin Room,1700000,Trống
LDO001_R017,LDO001,Double Room,1700000,Đang sử dụng
LDO002_R001,LDO002,Standard Room,1200000,Trống
LDO002_R002,LDO002,Standard Room,1200000,Trống
LDO002_R003,LDO002,Standard Room,1200000,Đang dọn
LDO002_R004,LDO002,Standard Room,1200000,Đang sử dụng
LDO002_R005,LDO002,Standard Room,1200000,Trống
LDO002_R006,LDO002,Standard Room,1200000,Đang dọn
LDO002_R007,LDO002,Standard Room,1200000,Đang dọn
LDO002_R008,LDO002,Deluxe Room,1800000,Đang dọn
LDO002_R009,LDO002,Deluxe Room,1800000,Đang sử dụng
LDO002_R010,LDO002,Deluxe Room,1800000,Đang dọn
LDO002_R011,LDO002,Deluxe Room,1800000,Đang dọn
LDO002_R012,LDO002,Deluxe Room,1800000,Đang dọn
LDO002_R013,LDO002,Superior Room,1500000,Trống
LDO002_R014,LDO002,Superior Room,1500000,Đang dọn
LDO002_R015,LDO002,Superior Room,1500000,Đang dọn
LDO002_R016,LDO002,Executive Room,2400000,Đang sử dụng
LDO002_R017,LDO002,Junior Suite,2800000,Đang sử dụng
LDO002_R018,LDO002,Suite,3500000,Đang dọn
LDO002_R019,LDO002,Family Room,2200000,Đang dọn
LDO002_R020,LDO002,Family Room,2200000,Trống
LDO002_R021,LDO002,Connecting Room,2000000,Đang sử dụng
LDO002_R022,LDO002,Twin Room,1700000,Đang dọn
LDO002_R023,LDO002,Double Room,1700000,Đang dọn
LCA001_R001,LCA001,Standard Room,1200000,Trống
LCA001_R002,LCA001,Standard Room,1200000,Đang sử dụng
LCA001_R003,LCA001,Standard Room,1200000,Đang dọn
LCA001_R004,LCA001,Standard Room,1200000,Đang dọn
LCA001_R005,LCA001,Standard Room,1200000,Trống
LCA001_R006,LCA001,Standard Room,1200000,Đang sử dụng
LCA001_R007,LCA001,Deluxe Room,1800000,Trống
LCA001_R008,LCA001,Deluxe Room,1800000,Trống
LCA001_R009,LCA001,Deluxe Room,1800000,Đang sử dụng
LCA001_R010,LCA001,Deluxe Room,1800000,Đang dọn
LCA001_R011,LCA001,Superior Room,1500000,Trống
LCA001_R012,LCA001,Superior Room,1500000,Đang dọn
LCA001_R013,LCA001,Executive Room,2400000,Trống
LCA001_R014,LCA001,Junior Suite,2800000,Trống
LCA001_R015,LCA001,Suite,3500000,Đang sử dụng
LCA001_R016,LCA001,Family Room,2200000,Trống
LCA001_R017,LCA001,Connecting Room,2000000,Trống
LCA001_R018,LCA001,Twin Room,1700000,Trống
LCA001_R019,LCA001,Double Room,1700000,Trống
LCA002_R001,LCA002,Standard Room,1200000,Đang sử dụng
LCA002_R002,LCA002,Standard Room,1200000,Đang sử dụng
LCA002_R003,LCA002,Standard Room,1200000,Đang dọn
LCA002_R004,LCA002,Deluxe Room,1800000,Trống
LCA002_R005,LCA002,Deluxe Room,1800000,Trống
LCA002_R006,LCA002,Superior Room,1500000,Trống
LCA002_R007,LCA002,Executive Room,2400000,Trống
LCA002_R008,LCA002,Junior Suite,2800000,Đang dọn
LCA002_R009,LCA002,Suite,3500000,Đang sử dụng
LCA002_R010,LCA002,Family Room,2200000,Đang dọn
LCA002_R011,LCA002,Connecting Room,2000000,Trống
LCA002_R012,LCA002,Double Room,1700000,Đang sử dụng
LAG001_R001,LAG001,Standard Room,1200000,Đang sử dụng
LAG001_R002,LAG001,Standard Room,1200000,Đang dọn
LAG001_R003,LAG001,Standard Room,1200000,Đang dọn
LAG001_R004,LAG001,Standard Room,1200000,Đang sử dụng
LAG001_R005,LAG001,Standard Room,1200000,Trống
LAG001_R006,LAG001,Deluxe Room,1800000,Trống
LAG001_R007,LAG001,Deluxe Room,1800000,Trống
LAG001_R008,LAG001,Deluxe Room,1800000,Đang dọn
LAG001_R009,LAG001,Superior Room,1500000,Đang sử dụng
LAG001_R010,LAG001,Superior Room,1500000,Đang sử dụng
LAG001_R011,LAG001,Executive Room,2400000,Đang dọn
LAG001_R012,LAG001,Junior Suite,2800000,Đang sử dụng
LAG001_R013,LAG001,Suite,3500000,Trống
LAG001_R014,LAG001,Family Room,2200000,Đang sử dụng
LAG001_R015,LAG001,Connecting Room,2000000,Đang dọn
LAG001_R016,LAG001,Twin Room,1700000,Trống
LAG001_R017,LAG001,Double Room,1700000,Đang dọn
LAG002_R001,LAG002,Standard Room,1200000,Đang dọn
LAG002_R002,LAG002,Standard Room,1200000,Đang sử dụng
LAG002_R003,LAG002,Standard Room,1200000,Trống
LAG002_R004,LAG002,Standard Room,1200000,Trống
LAG002_R005,LAG002,Standard Room,1200000,Đang dọn
LAG002_R006,LAG002,Standard Room,1200000,Đang dọn
LAG002_R007,LAG002,Standard Room,1200000,Đang dọn
LAG002_R008,LAG002,Deluxe Room,1800000,Đang dọn
LAG002_R009,LAG002,Deluxe Room,1800000,Đang dọn
LAG002_R010,LAG002,Deluxe Room,1800000,Đang sử dụng
LAG002_R011,LAG002,Deluxe Room,1800000,Trống
LAG002_R012,LAG002,Deluxe Room,1800000,Đang sử dụng
LAG002_R013,LAG002,Superior Room,1500000,Trống
LAG002_R014,LAG002,Superior Room,1500000,Trống
LAG002_R015,LAG002,Superior Room,1500000,Trống
LAG002_R016,LAG002,Executive Room,2400000,Trống
LAG002_R017,LAG002,Junior Suite,2800000,Trống
LAG002_R018,LAG002,Suite,3500000,Đang dọn
LAG002_R019,LAG002,Family Room,2200000,Đang dọn
LAG002_R020,LAG002,Family Room,2200000,Trống
LAG002_R021,LAG002,Connecting Room,2000000,Trống
LAG002_R022,LAG002,Twin Room,1700000,Đang dọn
LAG002_R023,LAG002,Double Room,1700000,Đang dọn
NDH001_R001,NDH001,Standard Room,1200000,Đang dọn
NDH001_R002,NDH001,Standard Room,1200000,Đang sử dụng
NDH001_R003,NDH001,Standard Room,1200000,Đang sử dụng
NDH001_R004,NDH001,Standard Room,1200000,Trống
NDH001_R005,NDH001,Standard Room,1200000,Trống
NDH001_R006,NDH001,Standard Room,1200000,Đang sử dụng
NDH001_R007,NDH001,Standard Room,1200000,Trống
NDH001_R008,NDH001,Standard Room,1200000,Đang sử dụng
NDH001_R009,NDH001,Deluxe Room,1800000,Đang dọn
NDH001_R010,NDH001,Deluxe Room,1800000,Đang dọn
NDH001_R011,NDH001,Deluxe Room,1800000,Đang sử dụng
NDH001_R012,NDH001,Deluxe Room,1800000,Trống
NDH001_R013,NDH001,Deluxe Room,1800000,Trống
NDH001_R014,NDH001,Superior Room,1500000,Đang dọn
NDH001_R015,NDH001,Superior Room,1500000,Đang dọn
NDH001_R016,NDH001,Superior Room,1500000,Trống
NDH001_R017,NDH001,Executive Room,2400000,Trống
NDH001_R018,NDH001,Junior Suite,2800000,Trống
NDH001_R019,NDH001,Suite,3500000,Đang dọn
NDH001_R020,NDH001,Family Room,2200000,Đang dọn
NDH001_R021,NDH001,Family Room,2200000,Đang sử dụng
NDH001_R022,NDH001,Connecting Room,2000000,Đang sử dụng
NDH001_R023,NDH001,Twin Room,1700000,Trống
NDH001_R024,NDH001,Double Room,1700000,Đang sử dụng
NDH001_R025,NDH001,Single Room,1000000,Đang dọn
NDH001_R026,NDH001,Studio Room,1300000,Đang dọn
NDH001_R027,NDH001,Accessible Room,1100000,Đang sử dụng
NDH002_R001,NDH002,Standard Room,1200000,Đang dọn
NDH002_R002,NDH002,Standard Room,1200000,Trống
NDH002_R003,NDH002,Standard Room,1200000,Đang sử dụng
NDH002_R004,NDH002,Deluxe Room,1800000,Trống
NDH002_R005,NDH002,Deluxe Room,1800000,Đang dọn
NDH002_R006,NDH002,Superior Room,1500000,Trống
NDH002_R007,NDH002,Family Room,2200000,Trống
NBH001_R001,NBH001,Standard Room,1200000,Đang dọn
NBH001_R002,NBH001,Standard Room,1200000,Đang sử dụng
NBH001_R003,NBH001,Standard Room,1200000,Đang dọn
NBH001_R004,NBH001,Standard Room,1200000,Trống
NBH001_R005,NBH001,Standard Room,1200000,Đang dọn
NBH001_R006,NBH001,Standard Room,1200000,Trống
NBH001_R007,NBH001,Standard Room,1200000,Trống
NBH001_R008,NBH001,Standard Room,1200000,Đang sử dụng
NBH001_R009,NBH001,Deluxe Room,1800000,Trống
NBH001_R010,NBH001,Deluxe Room,1800000,Đang dọn
NBH001_R011,NBH001,Deluxe Room,1800000,Đang dọn
NBH001_R012,NBH001,Deluxe Room,1800000,Đang dọn
NBH001_R013,NBH001,Deluxe Room,1800000,Đang dọn
NBH001_R014,NBH001,Superior Room,1500000,Đang dọn
NBH001_R015,NBH001,Superior Room,1500000,Đang sử dụng
NBH001_R016,NBH001,Superior Room,1500000,Trống
NBH001_R017,NBH001,Executive Room,2400000,Đang sử dụng
NBH001_R018,NBH001,Junior Suite,2800000,Trống
NBH001_R019,NBH001,Suite,3500000,Đang dọn
NBH001_R020,NBH001,Family Room,2200000,Trống
NBH001_R021,NBH001,Family Room,2200000,Đang dọn
NBH001_R022,NBH001,Connecting Room,2000000,Đang sử dụng
NBH001_R023,NBH001,Twin Room,1700000,Đang sử dụng
NBH001_R024,NBH001,Double Room,1700000,Đang dọn
NBH001_R025,NBH001,Single Room,1000000,Đang dọn
NBH001_R026,NBH001,Studio Room,1300000,Đang dọn
NBH001_R027,NBH001,Accessible Room,1100000,Trống
NBH002_R001,NBH002,Standard Room,1200000,Trống
NBH002_R002,NBH002,Standard Room,1200000,Đang sử dụng
NBH002_R003,NBH002,Standard Room,1200000,Đang dọn
NBH002_R004,NBH002,Standard Room,1200000,Trống
NBH002_R005,NBH002,Standard Room,1200000,Đang dọn
NBH002_R006,NBH002,Standard Room,1200000,Trống
NBH002_R007,NBH002,Standard Room,1200000,Trống
NBH002_R008,NBH002,Deluxe Room,1800000,Trống
NBH002_R009,NBH002,Deluxe Room,1800000,Đang dọn
NBH002_R010,NBH002,Deluxe Room,1800000,Đang sử dụng
NBH002_R011,NBH002,Deluxe Room,1800000,Đang dọn
NBH002_R012,NBH002,Deluxe Room,1800000,Đang dọn
NBH002_R013,NBH002,Superior Room,1500000,Đang sử dụng
NBH002_R014,NBH002,Superior Room,1500000,Trống
NBH002_R015,NBH002,Superior Room,1500000,Đang sử dụng
NBH002_R016,NBH002,Executive Room,2400000,Đang sử dụng
NBH002_R017,NBH002,Junior Suite,2800000,Đang sử dụng
NBH002_R018,NBH002,Suite,3500000,Đang dọn
NBH002_R019,NBH002,Family Room,2200000,Đang dọn
NBH002_R020,NBH002,Family Room,2200000,Đang dọn
NBH002_R021,NBH002,Connecting Room,2000000,Trống
NBH002_R022,NBH002,Twin Room,1700000,Đang sử dụng
NBH002_R023,NBH002,Double Room,1700000,Đang dọn
NTN001_R001,NTN001,Standard Room,1200000,Đang dọn
NTN001_R002,NTN001,Standard Room,1200000,Trống
NTN001_R003,NTN001,Standard Room,1200000,Đang dọn
NTN001_R004,NTN001,Standard Room,1200000,Trống
NTN001_R005,NTN001,Standard Room,1200000,Trống
NTN001_R006,NTN001,Standard Room,1200000,Đang sử dụng
NTN001_R007,NTN001,Standard Room,1200000,Trống
NTN001_R008,NTN001,Standard Room,1200000,Trống
NTN001_R009,NTN001,Deluxe Room,1800000,Trống
NTN001_R010,NTN001,Deluxe Room,1800000,Đang dọn
NTN001_R011,NTN001,Deluxe Room,1800000,Đang dọn
NTN001_R012,NTN001,Deluxe Room,1800000,Đang sử dụng
NTN001_R013,NTN001,Deluxe Room,1800000,Trống
NTN001_R014,NTN001,Superior Room,1500000,Trống
NTN001_R015,NTN001,Superior Room,1500000,Trống
NTN001_R016,NTN001,Superior Room,1500000,Đang sử dụng
NTN001_R017,NTN001,Executive Room,2400000,Trống
NTN001_R018,NTN001,Junior Suite,2800000,Trống
NTN001_R019,NTN001,Suite,3500000,Đang sử dụng
NTN001_R020,NTN001,Family Room,2200000,Đang dọn
NTN001_R021,NTN001,Family Room,2200000,Trống
NTN001_R022,NTN001,Connecting Room,2000000,Đang dọn
NTN001_R023,NTN001,Twin Room,1700000,Đang dọn
NTN001_R024,NTN001,Double Room,1700000,Đang dọn
NTN001_R025,NTN001,Single Room,1000000,Đang dọn
NTN001_R026,NTN001,Studio Room,1300000,Đang sử dụng
NTN001_R027,NTN001,Accessible Room,1100000,Trống
NTN002_R001,NTN002,Standard Room,1200000,Đang dọn
NTN002_R002,NTN002,Standard Room,1200000,Đang dọn
NTN002_R003,NTN002,Standard Room,1200000,Đang sử dụng
NTN002_R004,NTN002,Standard Room,1200000,Đang sử dụng
NTN002_R005,NTN002,Standard Room,1200000,Trống
NTN002_R006,NTN002,Standard Room,1200000,Đang sử dụng
NTN002_R007,NTN002,Standard Room,1200000,Trống
NTN002_R008,NTN002,Standard Room,1200000,Đang dọn
NTN002_R009,NTN002,Standard Room,1200000,Đang dọn
NTN002_R010,NTN002,Standard Room,1200000,Đang dọn
NTN002_R011,NTN002,Deluxe Room,1800000,Đang sử dụng
NTN002_R012,NTN002,Deluxe Room,1800000,Đang sử dụng
NTN002_R013,NTN002,Deluxe Room,1800000,Đang dọn
NTN002_R014,NTN002,Deluxe Room,1800000,Đang sử dụng
NTN002_R015,NTN002,Deluxe Room,1800000,Trống
NTN002_R016,NTN002,Deluxe Room,1800000,Trống
NTN002_R017,NTN002,Deluxe Room,1800000,Đang dọn
NTN002_R018,NTN002,Superior Room,1500000,Trống
NTN002_R019,NTN002,Superior Room,1500000,Trống
NTN002_R020,NTN002,Superior Room,1500000,Đang sử dụng
NTN002_R021,NTN002,Superior Room,1500000,Đang sử dụng
NTN002_R022,NTN002,Executive Room,2400000,Đang sử dụng
NTN002_R023,NTN002,Executive Room,2400000,Trống
NTN002_R024,NTN002,Junior Suite,2800000,Đang sử dụng
NTN002_R025,NTN002,Junior Suite,2800000,Trống
NTN002_R026,NTN002,Suite,3500000,Đang sử dụng
NTN002_R027,NTN002,Suite,3500000,Đang dọn
NTN002_R028,NTN002,Family Room,2200000,Đang sử dụng
NTN002_R029,NTN002,Family Room,2200000,Đang sử dụng
NTN002_R030,NTN002,Connecting Room,2000000,Trống
NTN002_R031,NTN002,Connecting Room,2000000,Đang dọn
NTN002_R032,NTN002,Twin Room,1700000,Đang sử dụng
NTN002_R033,NTN002,Double Room,1700000,Đang sử dụng
NTN002_R034,NTN002,Double Room,1700000,Đang sử dụng
NTN002_R035,NTN002,Single Room,1000000,Trống
NTN002_R036,NTN002,Studio Room,1300000,Đang sử dụng
NTN002_R037,NTN002,Accessible Room,1100000,Đang dọn
PTU001_R001,PTU001,Standard Room,1200000,Trống
PTU001_R002,PTU001,Standard Room,1200000,Đang dọn
PTU001_R003,PTU001,Standard Room,1200000,Trống
PTU001_R004,PTU001,Deluxe Room,1800000,Đang dọn
PTU001_R005,PTU001,Deluxe Room,1800000,Trống
PTU001_R006,PTU001,Superior Room,1500000,Đang dọn
PTU001_R007,PTU001,Family Room,2200000,Đang dọn
PTU002_R001,PTU002,Standard Room,1200000,Trống
PTU002_R002,PTU002,Standard Room,1200000,Đang dọn
PTU002_R003,PTU002,Standard Room,1200000,Đang dọn
PTU002_R004,PTU002,Standard Room,1200000,Trống
PTU002_R005,PTU002,Standard Room,1200000,Trống
PTU002_R006,PTU002,Standard Room,1200000,Trống
PTU002_R007,PTU002,Standard Room,1200000,Đang sử dụng
PTU002_R008,PTU002,Standard Room,1200000,Đang sử dụng
PTU002_R009,PTU002,Standard Room,1200000,Trống
PTU002_R010,PTU002,Standard Room,1200000,Trống
PTU002_R011,PTU002,Standard Room,1200000,Trống
PTU002_R012,PTU002,Deluxe Room,1800000,Đang sử dụng
PTU002_R013,PTU002,Deluxe Room,1800000,Trống
PTU002_R014,PTU002,Deluxe Room,1800000,Đang dọn
PTU002_R015,PTU002,Deluxe Room,1800000,Đang sử dụng
PTU002_R016,PTU002,Deluxe Room,1800000,Trống
PTU002_R017,PTU002,Deluxe Room,1800000,Trống
PTU002_R018,PTU002,Deluxe Room,1800000,Đang sử dụng
PTU002_R019,PTU002,Superior Room,1500000,Trống
PTU002_R020,PTU002,Superior Room,1500000,Đang dọn
PTU002_R021,PTU002,Superior Room,1500000,Đang sử dụng
PTU002_R022,PTU002,Superior Room,1500000,Đang sử dụng
PTU002_R023,PTU002,Executive Room,2400000,Đang dọn
PTU002_R024,PTU002,Executive Room,2400000,Đang sử dụng
PTU002_R025,PTU002,Junior Suite,2800000,Đang dọn
PTU002_R026,PTU002,Junior Suite,2800000,Đang sử dụng
PTU002_R027,PTU002,Suite,3500000,Đang dọn
PTU002_R028,PTU002,Suite,3500000,Đang sử dụng
PTU002_R029,PTU002,Family Room,2200000,Đang dọn
PTU002_R030,PTU002,Family Room,2200000,Trống
PTU002_R031,PTU002,Family Room,2200000,Đang dọn
PTU002_R032,PTU002,Connecting Room,2000000,Đang dọn
PTU002_R033,PTU002,Connecting Room,2000000,Đang sử dụng
PTU002_R034,PTU002,Twin Room,1700000,Đang dọn
PTU002_R035,PTU002,Double Room,1700000,Đang sử dụng
PTU002_R036,PTU002,Double Room,1700000,Đang sử dụng
PTU002_R037,PTU002,Single Room,1000000,Đang dọn
PTU002_R038,PTU002,Studio Room,1300000,Đang sử dụng
PTU002_R039,PTU002,Accessible Room,1100000,Đang dọn
PYN001_R001,PYN001,Standard Room,1200000,Đang sử dụng
PYN001_R002,PYN001,Standard Room,1200000,Đang sử dụng
PYN001_R003,PYN001,Standard Room,1200000,Trống
PYN001_R004,PYN001,Deluxe Room,1800000,Đang dọn
PYN001_R005,PYN001,Deluxe Room,1800000,Đang dọn
PYN001_R006,PYN001,Superior Room,1500000,Đang sử dụng
PYN001_R007,PYN001,Executive Room,2400000,Trống
PYN001_R008,PYN001,Junior Suite,2800000,Trống
PYN001_R009,PYN001,Suite,3500000,Trống
PYN001_R010,PYN001,Family Room,2200000,Đang dọn
PYN001_R011,PYN001,Connecting Room,2000000,Đang dọn
PYN001_R012,PYN001,Double Room,1700000,Đang dọn
PYN002_R001,PYN002,Standard Room,1200000,Đang sử dụng
PYN002_R002,PYN002,Standard Room,1200000,Đang dọn
PYN002_R003,PYN002,Standard Room,1200000,Trống
PYN002_R004,PYN002,Standard Room,1200000,Đang sử dụng
PYN002_R005,PYN002,Standard Room,1200000,Đang dọn
PYN002_R006,PYN002,Standard Room,1200000,Trống
PYN002_R007,PYN002,Standard Room,1200000,Đang sử dụng
PYN002_R008,PYN002,Standard Room,1200000,Trống
PYN002_R009,PYN002,Standard Room,1200000,Đang sử dụng
PYN002_R010,PYN002,Standard Room,1200000,Trống
PYN002_R011,PYN002,Standard Room,1200000,Trống
PYN002_R012,PYN002,Deluxe Room,1800000,Đang dọn
PYN002_R013,PYN002,Deluxe Room,1800000,Đang dọn
PYN002_R014,PYN002,Deluxe Room,1800000,Trống
PYN002_R015,PYN002,Deluxe Room,1800000,Đang dọn
PYN002_R016,PYN002,Deluxe Room,1800000,Đang dọn
PYN002_R017,PYN002,Deluxe Room,1800000,Đang sử dụng
PYN002_R018,PYN002,Deluxe Room,1800000,Đang sử dụng
PYN002_R019,PYN002,Superior Room,1500000,Trống
PYN002_R020,PYN002,Superior Room,1500000,Đang sử dụng
PYN002_R021,PYN002,Superior Room,1500000,Đang dọn
PYN002_R022,PYN002,Superior Room,1500000,Đang sử dụng
PYN002_R023,PYN002,Executive Room,2400000,Đang dọn
PYN002_R024,PYN002,Executive Room,2400000,Trống
PYN002_R025,PYN002,Junior Suite,2800000,Đang sử dụng
PYN002_R026,PYN002,Junior Suite,2800000,Đang dọn
PYN002_R027,PYN002,Suite,3500000,Trống
PYN002_R028,PYN002,Suite,3500000,Trống
PYN002_R029,PYN002,Family Room,2200000,Trống
PYN002_R030,PYN002,Family Room,2200000,Đang dọn
PYN002_R031,PYN002,Family Room,2200000,Đang sử dụng
PYN002_R032,PYN002,Connecting Room,2000000,Đang dọn
PYN002_R033,PYN002,Connecting Room,2000000,Đang dọn
PYN002_R034,PYN002,Twin Room,1700000,Trống
